idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
3752	""" Så du hans fede båd ? """	så du hans fede båd	C O O O O	så du hans fede båd	C O O O O
3753	I løbet af firserne fik naturvidenskaben sig et andet og mere positivt image , nemlig som leverandør af svar på de store spørgsmål : Hvornår begyndte universet ?	i løbet af firserne fik naturvidenskaben sig et andet og mere positivt image nemlig som leverandør af svar på de store spørgsmål hvornår begyndte universet	O O O O C O O O O O O O O O O O O O O O O O O C O	i løbet af firserne naturvidenskaben sig et andet og mere fik positivt image nemlig som leverandør af svar på de store spørgsmål hvornår universet begyndte	O O O O O O O O O O F O O O O O O O O O O O O O F
3754	Hans udtalelser bringes i den serbiske avis Borba .	hans udtalelser bringes i den serbiske avis borba	O O C O O O O O	hans udtalelser i den serbiske avis borba bringes	O O O O O O O F
3755	Vender og drejer .	vender og drejer	C O C	vender drejer og	C F O
3756	De danske dame- og herredoubler faldt i går , men i mixen er tre af de fire semifinalepar danske , så vi er sikker på en finaleplads , når Henrik Svarrer / Marlene Thomsen møde vores normalt bedste konstellation Thomas Lund/Pernille Dupont .	de danske dame- og herredoubler faldt i går men i mixen er tre af de fire semifinalepar danske så vi er sikker på en finaleplads når henrik svarrer marlene thomsen møde vores normalt bedste konstellation thomas lund/pernille dupont	O O O O O C O O O O O C O O O O O O O O C O O O O O O O O O O O O O O O O O	de danske dame- og herredoubler i går men i mixen faldt er tre er af de fire semifinalepar danske så vi sikker på en finaleplads når henrik svarrer marlene thomsen møde vores normalt bedste konstellation thomas lund/pernille dupont	O O O O O O O O O O F C O F O O O O O O O O O O O O O O O O O O O O O O O O
3757	"Det tror vi i hvert fald ikke på , "" forsikrer kriminalinspektøren ."	det tror vi i hvert fald ikke på forsikrer kriminalinspektøren	O C O O O O O O C O	det vi i hvert fald ikke tror på forsikrer kriminalinspektøren	O O O O O O F O C O
3758	Det er i dag og tillykke til os alle med det .	det er i dag og tillykke til os alle med det	O C O O O O O O O O O	det i dag og tillykke til os er alle med det	O O O O O O O F O O O
3759	Der er en tendens til ikke længere at nøjes med den lille krog i køkkenet .	der er en tendens til ikke længere at nøjes med den lille krog i køkkenet	O C O O O O O O C O O O O O O	der er en tendens til ikke længere at med den lille krog nøjes i køkkenet	O C O O O O O O O O O O F O O
3760	Fordi musikken opøver evnen til at lytte , ikke bare efter informationer , men efter en helhed .	fordi musikken opøver evnen til at lytte ikke bare efter informationer men efter en helhed	O O C O O O C O O O O O O O O	fordi musikken opøver evnen til at ikke bare efter informationer men efter en helhed lytte	O O C O O O O O O O O O O O F
3761	Nævnets samlede vurdering er , at Sine Diemar får en skarp påtale for ikke at have handlet i overensstemmelse med foreningens etiske regler .	nævnets samlede vurdering er at sine diemar får en skarp påtale for ikke at have handlet i overensstemmelse med foreningens etiske regler	O C O C O O O C O O O O O O C C O O O O O O	nævnets samlede vurdering er at sine have diemar får handlet en skarp påtale for ikke at i overensstemmelse med foreningens etiske regler	O C O C O O F O F F O O O O O O O O O O O O
3762	"Amelito Ramos , hustru til den nuværende præsident Fidel Ramos , sagde forleden ved en åbning af det omdannede museum , "" at nationen her vil vise at vi ikke kun er et land , der producerer billig hushjælp og gæstearbejdere "" ."	amelito ramos hustru til den nuværende præsident fidel ramos sagde forleden ved en åbning af det omdannede museum at nationen her vil vise at vi ikke kun er et land der producerer billig hushjælp og gæstearbejdere	O O O O O O O O O C O O O O O O C O O O O C C O O O O C O O O C O O O O	amelito ramos hustru til den nuværende præsident fidel ramos sagde forleden ved en åbning af det omdannede museum at nationen er her at vi vil ikke kun et vise land der producerer billig hushjælp og gæstearbejdere	O O O O O O O O O C O O O O O O C O O O F O O O F O O O F O O C O O O O
3763	I Afghanistan en dag hvor børn og kvinder går spidsrod mellem mindst 20 millioner landminer , der er spredt over hele landet .	i afghanistan en dag hvor børn og kvinder går spidsrod mellem mindst 20 millioner landminer der er spredt over hele landet	O O O O O O O O C O O O O O O O C O O O O	i afghanistan en dag hvor børn og kvinder går spidsrod mellem mindst 20 millioner landminer der er spredt over hele landet	O O O O O O O O C O O O O O O O C O O O O
3764	Anne lå med ryggen til døren , som et fornærmet barn der surmuler .	anne lå med ryggen til døren som et fornærmet barn der surmuler	O C O O O O O O O O O C	anne med lå ryggen til døren som et fornærmet barn der surmuler	O O F O O O O O O O O C
3765	"Lad os få ham , "" råbte den desperate mor , Lydia Khobotova , mens hun prøvede at presse sig forbi vagterne foran Chikatilo , som brutalt myrdede hendes 10-årige søn ."	lad os få ham råbte den desperate mor lydia khobotova mens hun prøvede at presse sig forbi vagterne foran chikatilo som brutalt myrdede hendes 10-årige søn	C O C O C O O O O O O O C O C O O O O O O O C O O O	lad os få ham den desperate mor lydia khobotova råbte mens prøvede hun at presse sig forbi vagterne foran chikatilo myrdede som brutalt hendes 10-årige søn	C O C O O O O O O F O F O O C O O O O O F O O O O O
3766	Hver fredag har eleverne fået en individuel bedømmelse af deres arbejdsindsats i ugens løb .	hver fredag har eleverne fået en individuel bedømmelse af deres arbejdsindsats i ugens løb	O O C O C O O O O O O O O O	hver fredag har eleverne en individuel bedømmelse af deres arbejdsindsats i fået ugens løb	O O C O O O O O O O O F O O
3767	Fjenden er iblandt os .	fjenden er iblandt os	O C O O	fjenden iblandt er os	O O F O
3768	Men ak , Arne Melchior havde glemt alt om den middag .	men ak arne melchior havde glemt alt om den middag	O O O O C C O O O O	men ak arne melchior havde glemt alt om den middag	O O O O C C O O O O
3769	""" Det er utroligt , at Per Henriksen kan få sig selv til at fyre de bemærkninger af ."	det er utroligt at per henriksen kan få sig selv til at fyre de bemærkninger af	O C O O O O C C O O O O C O O O	det er utroligt at per henriksen få kan sig selv til at de bemærkninger af fyre	O C O O O O F F O O O O O O O F
3770	Det er lidt usikkert , hvad de kloge egentlig mener .	det er lidt usikkert hvad de kloge egentlig mener	O C O O O O O O C	det er lidt usikkert hvad de kloge egentlig mener	O C O O O O O O C
3771	Derfor er dieselbilernes andel i dag næsten lig nul , når det drejer sig om private vogne .	derfor er dieselbilernes andel i dag næsten lig nul når det drejer sig om private vogne	O C O O O O O O O O O C O O O O	derfor dieselbilernes er andel i dag næsten lig nul når det sig drejer om private vogne	O O F O O O O O O O O O F O O O
3772	"Med ny , stilfuld , sort-hvid vignet og Warhol-pasticher som studiescenografi har "" Synnøve's "" i efterårssæsonens første udsendelser på TV 3 fået fjernet de indledende ombæringers low-budget-præg ."	med ny stilfuld sort-hvid vignet og warhol-pasticher som studiescenografi har synnøve's i efterårssæsonens første udsendelser på tv 3 fået fjernet de indledende ombæringers low-budget-præg	O O O O O O O O O C O O O O O O O O C C O C O O	med ny stilfuld sort-hvid vignet og warhol-pasticher som studiescenografi har synnøve's i efterårssæsonens første udsendelser på tv 3 fået fjernet de indledende ombæringers low-budget-præg	O O O O O O O O O C O O O O O O O O C C O C O O
3773	Diplomater i Mellemøsten siger , at Assad frygter , at de sanktioner - som FN har indført mod Libyen på grund af beskyldningerne om , at Libyen støtter og skjuler terrorister - meget hurtigt kan vendes mod Syrien også .	diplomater i mellemøsten siger at assad frygter at de sanktioner som fn har indført mod libyen på grund af beskyldningerne om at libyen støtter og skjuler terrorister meget hurtigt kan vendes mod syrien også	O O O C O O C O O O O O C C O O O O O O O O C C O O O O O O C O O C	diplomater i mellemøsten siger at frygter assad at de sanktioner som fn vendes mod libyen på grund af beskyldningerne indført meget hurtigt kan mod har syrien også om at libyen støtter terrorister og skjuler	O O O C O F O O O O O O F O O O O O O F O O C O F O O O O O C O O C
3774	Anret fiskestykkerne sammen med kålen og porreringene , hæld lidt af saucen over fisken og drys skinken over .	anret fiskestykkerne sammen med kålen og porreringene hæld lidt af saucen over fisken og drys skinken over	C O O O O O O C O O O O O O C O O	fiskestykkerne anret sammen med kålen og porreringene lidt af saucen hæld over fisken og drys skinken over	O F O O O O O O O O F O O O C O O
3775	Med de skiftende stillinger fulgte tillidshverv i bestyrelser og organisationer som f.eks. Danish American Chamber of Commerce , Rebild National Park Committee , President Association USA og Danish America Society .	med de skiftende stillinger fulgte tillidshverv i bestyrelser og organisationer som f.eks. danish american chamber of commerce rebild national park committee president association usa og danish america society	O O C O C O O O O O O O O O O O O O O O O O O O O O O O	med fulgte de stillinger skiftende tillidshverv i bestyrelser og organisationer som f.eks. danish american chamber of commerce rebild national park committee president association usa og danish america society	O F O O F O O O O O O O O O O O O O O O O O O O O O O O
3776	Der er stadig tale om et mellemstatsligt samarbejde , men EF-landene har nu ønsket at medtage dette spørgsmål i traktaten som et spørgsmål af fælles interesse .	der er stadig tale om et mellemstatsligt samarbejde men ef-landene har nu ønsket at medtage dette spørgsmål i traktaten som et spørgsmål af fælles interesse	O C O O O O O O O O C O C O C O O O O O O O O O O	der stadig har tale om et mellemstatsligt samarbejde men ef-landene er nu ønsket at medtage dette spørgsmål i traktaten som et spørgsmål af fælles interesse	O O F O O O O O O O F O C O C O O O O O O O O O O
3777	Rør derefter blandingen af courgette , agurk og aubergine i løgene og steg blandingen over kraftig varme nogle minutter .	rør derefter blandingen af courgette agurk og aubergine i løgene og steg blandingen over kraftig varme nogle minutter	C O O O O O O O O O O C O O O O O O	derefter blandingen af courgette rør agurk og aubergine i løgene og steg blandingen over kraftig varme nogle minutter	O O O O F O O O O O O C O O O O O O
3778	""" Og med de nye rammer har vi gode muligheder for at gøre Horsens endnu mere kendt som kunstby , "" siger Claus Hagedorn-Olsen , der kom til byen som museumsinspektør i 1984 samtidig med , at kunstmuseet rykkede ud i sit eget hus i Caroline-Amalie-lunden ."	og med de nye rammer har vi gode muligheder for at gøre horsens endnu mere kendt som kunstby siger claus hagedorn-olsen der kom til byen som museumsinspektør i 1984 samtidig med at kunstmuseet rykkede ud i sit eget hus i caroline-amalie-lunden	O O O O O C O O O O O C O O O O O O C O O O C O O O O O O O O O O C O O O O O O O	og med de nye rammer vi gode muligheder har for at gøre horsens endnu mere kendt som kunstby siger claus hagedorn-olsen der til byen som museumsinspektør kom i 1984 samtidig med at kunstmuseet ud i sit eget hus rykkede i caroline-amalie-lunden	O O O O O O O O F O O C O O O O O O C O O O O O O O F O O O O O O O O O O O F O O
3779	Er afgørelsen eller beslutningen offentligt bekendtgjort , regnes søgsmålsfristen dog altid fra bekendtgørelsen .	er afgørelsen eller beslutningen offentligt bekendtgjort regnes søgsmålsfristen dog altid fra bekendtgørelsen	C O O O O C C O O O O O	er afgørelsen eller beslutningen offentligt bekendtgjort regnes søgsmålsfristen dog altid fra bekendtgørelsen	C O O O O C C O O O O O
3780	Og rystede , det var tyskerne .	og rystede det var tyskerne	O O C O C	og det var tyskerne rystede	O O C O C
3781	Lav dernæst en forsøgsrække , der kan afsløre hvilke ting , der har indflydelse på elektrofeltets styrke .	lav dernæst en forsøgsrække der kan afsløre hvilke ting der har indflydelse på elektrofeltets styrke	C O O O O C C O O O C O O O O	lav dernæst en forsøgsrække der hvilke ting afsløre kan der indflydelse på har elektrofeltets styrke	C O O O O O O F F O O O F O O
3782	Men injuriesager er åbenbare grænsetilfælde , og så kan der komme tvivlsproblemer .	men injuriesager er åbenbare grænsetilfælde og så kan der komme tvivlsproblemer	O O O C O C O O C O O	men kan og så der komme tvivlsproblemer injuriesager er åbenbare grænsetilfælde	O F O O O C O O C O O
3783	Det er rigtigt , at børnetilskud og børnefamilieydelse falder bort .	det er rigtigt at børnetilskud og børnefamilieydelse falder bort	O C O O O O O C O	det er rigtigt at børnetilskud og børnefamilieydelse falder bort	O C O O O O O C O
3784	Hornfisken arriverer så småt , endnu til luksuspris - 35 kr. for en halvkg krabat .	hornfisken arriverer så småt endnu til luksuspris 35 kr. for en halvkg krabat	O C O O O O O O O O O O O	hornfisken så arriverer småt endnu til luksuspris 35 kr. for en halvkg krabat	O O F O O O O O O O O O O
3785	De kunne netop i går fejre , at de er færdiguddannede .	de kunne netop i går fejre at de er færdiguddannede	O C O O O C O O C O	de netop i går at de fejre er kunne færdiguddannede	O O O O O O F F F O
3786	I Bruxelles besluttede NATOambassadører onsdag at bede organisationens militære planlæggere om at lave et udkast til en stramning af blokaden mod Rest-Jugoslavien , der beskyldes for at holde krigen i gang ved de fortsatte landerobringer i Bosnien .	i bruxelles besluttede natoambassadører onsdag at bede organisationens militære planlæggere om at lave et udkast til en stramning af blokaden mod rest-jugoslavien der beskyldes for at holde krigen i gang ved de fortsatte landerobringer i bosnien	O O C O O O C O O O O O C O O O O O O O O O O C O O C O O O O O C O O O	i bruxelles natoambassadører onsdag besluttede at bede organisationens militære planlæggere om at et udkast lave til en stramning af blokaden mod rest-jugoslavien der beskyldes for at krigen holde i fortsatte gang ved de landerobringer i bosnien	O O O O F O C O O O O O O O F O O O O O O O O C O O O F O F O O O O O O
3787	Den usikkerhed , de sidste ugers uro har skabt , kan på lidt længere sigt betyde tab af 1.000'er af danske arbejdspladser .	den usikkerhed de sidste ugers uro har skabt kan på lidt længere sigt betyde tab af 1.000'er af danske arbejdspladser	O O O O O O C C C O O O O C O O O O O O	den usikkerhed de sidste ugers uro har skabt kan på lidt længere sigt betyde tab af 1.000'er af danske arbejdspladser	O O O O O O C C C O O O O C O O O O O O
3788	Vi har et stort fælles problem , som må løses i fællesskab .	vi har et stort fælles problem som må løses i fællesskab	O C O O O O O C C O O	vi har et stort fælles problem som løses må i fællesskab	O C O O O O O F F O O
3789	"Hun fik også et kys af sin mand , CHRISTIAN , som gerne opkaldte en rose , "" Flittig Tove "" , efter sin viv ."	hun fik også et kys af sin mand christian som gerne opkaldte en rose flittig tove efter sin viv	O C O O O O O O O O O C O O O O O O O	hun også fik et kys af sin mand christian som gerne en rose flittig tove opkaldte efter sin viv	O O F O O O O O O O O O O O O F O O O
3790	Weekenden kan blive lang og blodig .	weekenden kan blive lang og blodig	O C C O O O	weekenden kan blive lang og blodig	O C C O O O
3791	Den fås i flere udgaver og indstemmes i dørkanten og udelukker derved direkte angreb på mekanismen .	den fås i flere udgaver og indstemmes i dørkanten og udelukker derved direkte angreb på mekanismen	O C O O O O C O O O C O O O O O	den i flere udgaver fås og indstemmes i dørkanten og udelukker derved direkte angreb på mekanismen	O O O O F O C O O O C O O O O O
3792	""" Fagre nye tider , "" lovede fodboldledere , da aftalerne om at bygge stort og i luksusklasse faldt på plads ."	fagre nye tider lovede fodboldledere da aftalerne om at bygge stort og i luksusklasse faldt på plads	O O O C O O O C O O O O C O O O O	fagre nye tider fodboldledere lovede da aftalerne faldt på plads om at stort bygge og i luksusklasse	O O O O F O O C O O O O O F O O O
3793	""" Da vi begyndte indspilningen af "" Chicism "" , havde vi egentlig tænkt os , at vi ville bruge hip-hop-genren som udgangspunkt , men vi fandt hurtigt ud af , at vi er bedre til at spille musik med rigtig instrumentering , fremfor at bruge tonsvis af trommemaskiner og computer-sampling ."	da vi begyndte indspilningen af chicism havde vi egentlig tænkt os at vi ville bruge hip-hop-genren som udgangspunkt men vi fandt hurtigt ud af at vi er bedre til at spille musik med rigtig instrumentering fremfor at bruge tonsvis af trommemaskiner og computer-sampling	O O C O O O C O O C O O O C C O O O O O C O O O O O C O O O O C O O O O O C O O O O O	da vi begyndte indspilningen af chicism vi egentlig ville os at vi hip-hop-genren tænkt som udgangspunkt bruge havde men vi fandt hurtigt ud af at vi er bedre fremfor spille til at musik med rigtig instrumentering at tonsvis bruge af trommemaskiner og computer-sampling	O O C O O O O O F O O O O F O O F F O O C O O O O O C O O F O O O O O O O O F O O O O
3794	De stærkeste er ude at skaffe forsyninger .	de stærkeste er ude at skaffe forsyninger	O O C O O C O	de stærkeste er ude at forsyninger skaffe	O O C O O O F
3795	Der er ikke noget som lidt aktiv sport , der giver en sund og naturlig tørst .	der er ikke noget som lidt aktiv sport der giver en sund og naturlig tørst	O C O O O O O O O C O O O O O	der er ikke noget som lidt aktiv sport der giver en sund og naturlig tørst	O C O O O O O O O C O O O O O
3796	Men jeg synes egentlig , at det også gik meget godt i dag .	men jeg synes egentlig at det også gik meget godt i dag	O O C O O O O C O O O O	men jeg synes egentlig gik at det også meget godt i dag	O O C O F O O O O O O O
3797	Konsekvenserne sætter ind på Storebælt i 1996 , 1997 eller 1998 , på Øresund i år 2000 og på Østersøen i år 2005 .	konsekvenserne sætter ind på storebælt i 1996 1997 eller 1998 på øresund i år 2000 og på østersøen i år 2005	O C O O O O O O O O O O O O O O O O O O O	konsekvenserne ind på storebælt i 1996 sætter 1997 eller 1998 på øresund i år 2000 og på østersøen i år 2005	O O O O O O F O O O O O O O O O O O O O O
3798	Og med en sagte latter trak han hende tæt , tæt ind til sig .	og med en sagte latter trak han hende tæt tæt ind til sig	O O O O O C O O O O O O O	og med en sagte latter trak han hende tæt tæt ind til sig	O O O O O C O O O O O O O
3799	Rør 125 g lunt , smeltet smør i .	rør 125 g lunt smeltet smør i	C O O O C O O	125 g smeltet lunt smør rør i	O O F O O F O
3800	Han smiler stadig sit brede smil , han må stadig ud og bruge sine hænder , og i et 66 år gammelt liv , hvor glæderne er flere end bekymringerne , er det to dagligdags og samfundsskabte ting , der irriterer .	han smiler stadig sit brede smil han må stadig ud og bruge sine hænder og i et 66 år gammelt liv hvor glæderne er flere end bekymringerne er det to dagligdags og samfundsskabte ting der irriterer	O C O O O O O O O O O O O O O C O O O C O O O O O O O C O O O C O O O C	han smiler stadig sit brede smil og i et 66 år gammelt liv hvor glæderne er flere end bekymringerne er det to dagligdags og samfundsskabte ting han må stadig ud og bruge sine hænder irriterer der	O C O O O O O O O O O O O O O C O O O C O O O O O O O C O O O C O O F O
3801	Hvis pulsårerne er forkalkede , kan blodet ikke føre tilstrækkelig ilt og næring ud til muskler og hud .	hvis pulsårerne er forkalkede kan blodet ikke føre tilstrækkelig ilt og næring ud til muskler og hud	O O C C C O O C O O O O O O O O O	hvis er forkalkede pulsårerne blodet ikke tilstrækkelig ilt og næring føre kan ud til muskler og hud	O F F O O O O O O O F F O O O O O
3802	Selv får Birlik illegalt trykt sin ugeavis i Moskva og Sverdlovsk og derefter smuglet ind i landet .	selv får birlik illegalt trykt sin ugeavis i moskva og sverdlovsk og derefter smuglet ind i landet	O C O O C O O O O O O O O C O O O	selv får birlik illegalt trykt sin ugeavis i moskva og sverdlovsk og derefter smuglet ind i landet	O C O O C O O O O O O O O C O O O
3803	Ved VM i Mexico scorede han to mål , det ene i bronzekampen mod Belgien .	ved vm i mexico scorede han to mål det ene i bronzekampen mod belgien	O O O O C O O O O O O O O O	ved vm i mexico scorede han to mål det ene i bronzekampen mod belgien	O O O O C O O O O O O O O O
3804	Pasta er endnu kun en lille del af Tholstrup Cheeses forretningsgrundlag .	pasta er endnu kun en lille del af tholstrup cheeses forretningsgrundlag	O C O O O O O O O O O	pasta er endnu kun en lille del af tholstrup cheeses forretningsgrundlag	O C O O O O O O O O O
3805	At hendes mor lå på intensivafdelingen med et hjertetilfælde , fordi hun havde haft et ophidset skænderi med en fiskehandler .	at hendes mor lå på intensivafdelingen med et hjertetilfælde fordi hun havde haft et ophidset skænderi med en fiskehandler	O O O C O O O O O O O C C O C O O O O	at hendes mor ophidset på intensivafdelingen med et hjertetilfælde fordi hun lå et havde skænderi med en fiskehandler haft	O O O F O O O O O O O F O F O O O O F
3806	"Tilbage har der vel været mellem 3.000 og 5.000 kr. netto til overportøren selv , "" siger sygehusdirektør Karl Gaub til B.T. ."	tilbage har der vel været mellem 3.000 og 5.000 kr. netto til overportøren selv siger sygehusdirektør karl gaub til b.t.	O C O O C O O O O O O O O O C O O O O O	tilbage der vel mellem 3.000 og har 5.000 kr. netto til overportøren selv sygehusdirektør karl siger gaub været til b.t.	O O O O O O F O O O O O O O O F O F O O
3807	Bestyrelsesformanden for TV 2 , professor Jørn Henrik Petersen , afviser ikke , at den ny chef kan tiltræde , før Schleimanns kontrakt udløber til oktober .	bestyrelsesformanden for tv 2 professor jørn henrik petersen afviser ikke at den ny chef kan tiltræde før schleimanns kontrakt udløber til oktober	O O O O O O O O C O O O O O C C O O O C O O	bestyrelsesformanden for tv 2 professor jørn henrik petersen afviser ikke at den ny chef kan tiltræde før udløber schleimanns kontrakt til oktober	O O O O O O O O C O O O O O C C O F O O O O
3808	Søgsmål om ekspropriation efter denne lov anlægges ved den landsret , under hvilken ejendommen er beliggende .	søgsmål om ekspropriation efter denne lov anlægges ved den landsret under hvilken ejendommen er beliggende	O O O O O O C O O O O O O C O	søgsmål om ekspropriation efter denne lov anlægges ved den landsret under hvilken ejendommen er beliggende	O O O O O O C O O O O O O C O
3809	Ifølge en officiel rapport fra bystyret var tilstandene i fængslet betydeligt værre end i normale DDR-fængsler for voksne .	ifølge en officiel rapport fra bystyret var tilstandene i fængslet betydeligt værre end i normale ddr-fængsler for voksne	O O O O O O C O O O O O O O O O O O	ifølge en officiel rapport fra bystyret tilstandene i fængslet betydeligt værre end i normale ddr-fængsler for voksne var	O O O O O O O O O O O O O O O O O F
3810	Godset Fodbygård ved Næstved blev tvunget fra ham og solgt af boets kuratorer .	godset fodbygård ved næstved blev tvunget fra ham og solgt af boets kuratorer	O O O O C C O O O C O O O	godset fodbygård ved næstved tvunget fra ham og solgt blev af boets kuratorer	O O O O F O O O F F O O O
3811	- For mig er den største luksus at komme hjem med et rigtig flot interiør-blad og så smække benene op i sofaen med en kop café-au-lait .	for mig er den største luksus at komme hjem med et rigtig flot interiør-blad og så smække benene op i sofaen med en kop café-au-lait	O O C O O O O C O O O O O O O O C O O O O O O O O	for mig er den største luksus at komme hjem med et rigtig flot interiør-blad og så smække benene op i sofaen med en kop café-au-lait	O O C O O O O C O O O O O O O O C O O O O O O O O
3812	Arbejdsgruppen skal tage sit udgangspunkt i de bestående lagre af lægemidler og forsyningsvejene i fredstid , herunder forsvarets lægemiddelberedskab .	arbejdsgruppen skal tage sit udgangspunkt i de bestående lagre af lægemidler og forsyningsvejene i fredstid herunder forsvarets lægemiddelberedskab	O C C O O O O C O O O O O O O O O O	arbejdsgruppen sit udgangspunkt i de lagre skal af lægemidler tage og forsyningsvejene bestående i fredstid herunder forsvarets lægemiddelberedskab	O O O O O O F O O F O O F O O O O O
3813	"Ægteparret hævdede , at de var blevet bestjålet for indbo til 140.000 kr. - men noget af indboet havde de selv solgt gennem "" Den blå Avis "" , skriver Aalborg Stiftstidende ."	ægteparret hævdede at de var blevet bestjålet for indbo til 140.000 kr. men noget af indboet havde de selv solgt gennem den blå avis skriver aalborg stiftstidende	O C O O C C C O O O O O O O O O C O O C O O O O C O O	ægteparret hævdede at de var blevet bestjålet for indbo til 140.000 kr. men noget af indboet havde de selv solgt gennem den blå avis aalborg skriver stiftstidende	O C O O C C C O O O O O O O O O C O O C O O O O O F O
3814	Fredag aften tog jeg flyveren .	fredag aften tog jeg flyveren	O O C O O	fredag aften tog jeg flyveren	O O C O O
3815	Finanskilder siger , at livforsikringsselskabet ikke er nær så meget værd , som hidtil antaget .	finanskilder siger at livforsikringsselskabet ikke er nær så meget værd som hidtil antaget	O C O O O C O O O O O O C	finanskilder at er livforsikringsselskabet ikke nær så siger meget værd antaget som hidtil	O O F O O O O F O O F O O
3816	Hvis regeringen kom i mindretal , ville premierministeren gå af og måske endda udskrive valg , truede han .	hvis regeringen kom i mindretal ville premierministeren gå af og måske endda udskrive valg truede han	O O C O O C O C O O O O C O C O	hvis kom regeringen i mindretal ville premierministeren gå af og måske endda udskrive valg truede han	O F O O O C O C O O O O C O C O
3817	Vi har alt for travlt .	vi har alt for travlt	O C O O O	vi alt for har travlt	O O O F O
3818	Det har altid overrasket folk syd for grænsen , at man i Danmark kunne gennemføre en meget kort valgkamp .	det har altid overrasket folk syd for grænsen at man i danmark kunne gennemføre en meget kort valgkamp	O C O C O O O O O O O O C C O O O O	det har altid overrasket folk syd for grænsen at man i danmark en meget kort valgkamp gennemføre kunne	O C O C O O O O O O O O O O O O F F
3819	Brug tiden til sammen med hele familien at overveje følgende punkter :	brug tiden til sammen med hele familien at overveje følgende punkter	C O O O O O O O C C O	brug tiden til sammen med hele familien følgende at overveje punkter	C O O O O O O F O F O
3820	"Anders : "" Og så må DR lære , at det ikke kan nytte noget bare at stille op med en god melodi , en god solist og et dygtigt kor ."	anders og så må dr lære at det ikke kan nytte noget bare at stille op med en god melodi en god solist og et dygtigt kor	O O O C O C O O O C C O O O C O O O O O O O O O O O O	anders og så dr må lære at det nytte ikke kan noget bare at stille op med en god melodi en god solist og et dygtigt kor	O O O O F C O O F O F O O O C O O O O O O O O O O O O
3821	"Deltager De også i "" Ugens Overraskelse "" på side 47 , så kommer De blot kuponen i én kuvert mærket "" Ugens Overraskelse - uge 47 "" og "" DUPLO legetøj "" ."	deltager de også i ugens overraskelse på side 47 så kommer de blot kuponen i én kuvert mærket ugens overraskelse uge 47 og duplo legetøj	C O O O O O O O O O C O O O O O O C O O O O O O O	deltager de også i ugens overraskelse på side 47 så kommer de blot kuponen i én mærket kuvert ugens overraskelse uge 47 og duplo legetøj	C O O O O O O O O O C O O O O O F O O O O O O O O
3822	Sådan noget kan Hemingway skrive , så det er overflødigt at skrive hvor gammel pigen er , eller at problemet ikke er det de taler om - om han elsker eller ikke elsker sin søster - men hvorfor han ikke bliver elsket af dem han vil elskes af .	sådan noget kan hemingway skrive så det er overflødigt at skrive hvor gammel pigen er eller at problemet ikke er det de taler om om han elsker eller ikke elsker sin søster men hvorfor han ikke bliver elsket af dem han vil elskes af	O O C O C O O C O O C O O O O O O C O O O O O C C O O O C O C O O O C O O O O C O C C O	sådan noget hemingway skrive så det kan overflødigt er at skrive hvor gammel eller at problemet ikke er det men hvorfor han ikke bliver elsket af dem pigen er de taler om elsker om han sin søster eller elsker ikke han elskes vil af	O O O F O O F O F O C O O O O O O C O O O O O C C O O O C O C O F O O O O O F O O F F O
3823	Det svarer til et salg af cirka en kvart million krukker .	det svarer til et salg af cirka en kvart million krukker	O C O O O O O O O O O	det til et salg svarer af cirka en kvart million krukker	O O O O F O O O O O O
3824	Forhandlingsresultatet på 5,4 pct. svarer nogenlunde til det kompromisforslag , som en forligsmand for to uger siden lagde på bordet .	forhandlingsresultatet på 5,4 pct. svarer nogenlunde til det kompromisforslag som en forligsmand for to uger siden lagde på bordet	O O O O C O O O O O O O O O O O C O O	forhandlingsresultatet på 5,4 pct. svarer nogenlunde til det kompromisforslag som lagde en forligsmand for to uger siden på bordet	O O O O C O O O O O F O O O O O O O O
3825	Motorbåde viser næsten uændret antal , men værdien er faldende , fra 39 mill. kr. til 28 mill. kr. .	motorbåde viser næsten uændret antal men værdien er faldende fra 39 mill. kr. til 28 mill. kr.	O C O O O O O C C O O O O O O O O	motorbåde viser næsten uændret antal men værdien er fra faldende 39 mill. kr. til 28 mill. kr.	O C O O O O O C O F O O O O O O O
3826	- Ska du med ind og besøge Magnild fra Træfpunktet , spørger Birthe .	ska du med ind og besøge magnild fra træfpunktet spørger birthe	C O O O O C O O O C O	ska du med ind og besøge magnild fra træfpunktet spørger birthe	C O O O O C O O O C O
3827	Sarajevo Radio meddelte , at den muslimsk-kontrollerede by Gradacac i det nordlige Bosnien-Hercegovina i løbet af dagen blev udsat for et serbisk infanteriangreb .	sarajevo radio meddelte at den muslimsk-kontrollerede by gradacac i det nordlige bosnien-hercegovina i løbet af dagen blev udsat for et serbisk infanteriangreb	O O C O O O O O O O O O O O O O C C O O O O	sarajevo radio blev at meddelte udsat den muslimsk-kontrollerede by gradacac i det nordlige bosnien-hercegovina i løbet af dagen for et serbisk infanteriangreb	O O F O F F O O O O O O O O O O O O O O O O
3828	Hvad Socialdemokratiet mener om Danmark efter EF-nej'et afhænger af , hvem man spørger .	hvad socialdemokratiet mener om danmark efter ef-nej'et afhænger af hvem man spørger	O O C O O O O C O O O C	hvad socialdemokratiet om danmark mener efter ef-nej'et afhænger af hvem spørger man	O O O O F O O C O O F O
