idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
8025	"Danach erfolgt die Aufforderung "" So spring in deinen Stand und halt ihn stets in Ehren ! """	danach erfolgt die aufforderung so spring in deinen stand und halt ihn stets in ehren	O C O O O O O O O O C O O O O	danach die aufforderung so spring in deinen stand erfolgt halt und ihn stets in ehren	O O O O O O O O F F O O O O O
8026	Danach folgten Studienjahre in München und Berlin .	danach folgten studienjahre in münchen und berlin	O C O O O O O	danach folgten studienjahre in münchen und berlin	O C O O O O O
8027	Riiser - Larsen nahm in der Folge an der Kartierung des größten Teils der Antarktis bei dieser und drei weiteren Expeditionen teil .	riiser larsen nahm in der folge an der kartierung des größten teils der antarktis bei dieser und drei weiteren expeditionen teil	O O C O O O O O O O O O O O O O O O O O O	riiser larsen in der folge nahm an der kartierung des größten teils der antarktis bei dieser und drei weiteren expeditionen teil	O O O O O F O O O O O O O O O O O O O O O
8028	Urkundliche Belege für die Existenz der Burg fehlen jedoch .	urkundliche belege für die existenz der burg fehlen jedoch	O O O O O O O C O	urkundliche belege für die existenz der burg fehlen jedoch	O O O O O O O C O
8029	Es war übrigens in jener Zeit durchaus üblich , dass Spieler auch als Schiedsrichter fungierten .	es war übrigens in jener zeit durchaus üblich dass spieler auch als schiedsrichter fungierten	O C O O O O O O O O O O O C	es übrigens in jener zeit war durchaus üblich dass spieler auch als schiedsrichter fungierten	O O O O O F O O O O O O O C
8030	Nach Konflikten mit ihrem Bruder verließ sie Schweden , weil sie fürchtete er könne ihre Söhne umbringen lassen .	nach konflikten mit ihrem bruder verließ sie schweden weil sie fürchtete er könne ihre söhne umbringen lassen	O O O O O C O O O O C O C C O O C	nach konflikten verließ mit ihrem bruder sie schweden weil sie fürchtete er könne umbringen ihre söhne lassen	O O F O O O O O O O C O C F O O C
8031	"Anfang der Dreißigerjahre ging er nach Berlin , wo er Mitarbeiter der "" Büchergilde Gutenberg "" war und für diverse Zeitungen schrieb ."	anfang der dreißigerjahre ging er nach berlin wo er mitarbeiter der büchergilde gutenberg war und für diverse zeitungen schrieb	O O O C O O O O O O O O O C O O O O C	anfang der dreißigerjahre war er nach berlin ging wo er mitarbeiter der büchergilde gutenberg und für diverse zeitungen schrieb	O O O F O O O F O O O O O O O O O O C
8032	Johnsson spielte in seiner Jugend zunächst bei Ränneslövs GIF .	johnsson spielte in seiner jugend zunächst bei ränneslövs gif	O C O O O O O O O	johnsson spielte in seiner jugend zunächst bei ränneslövs gif	O C O O O O O O O
8033	November 1920 wurde die neue Verfassung des Freistaats Preußen mit 280 Stimmen von SPD , Zentrum , DDP und DVP gegen 60 Stimmen von DNVP und USPD bei Stimmenthaltung der Deutsch - Hannoverschen Partei beschlossen .	november 1920 wurde die neue verfassung des freistaats preußen mit 280 stimmen von spd zentrum ddp und dvp gegen 60 stimmen von dnvp und uspd bei stimmenthaltung der deutsch hannoverschen partei beschlossen	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O C	november beschlossen 1920 die neue verfassung des freistaats preußen mit 280 stimmen von spd zentrum ddp und dvp gegen 60 stimmen von dnvp und uspd bei stimmenthaltung der deutsch hannoverschen partei wurde	O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O F
8034	Wilhelm von Landstein war mit Elisabeth von Duba ( Eliška z Dubé ) verheiratet .	wilhelm von landstein war mit elisabeth von duba eliška z dubé verheiratet	O O O C O O O O O O O O	wilhelm von landstein war mit elisabeth von duba eliška z dubé verheiratet	O O O C O O O O O O O O
8035	Tropical Fish Hobbyist ( TFH ) ist ein monatlich erscheinendes , von TFH Publications herausgegebenes Magazin , das 1952 von Herbert R. Axelrod gegründet wurde .	tropical fish hobbyist tfh ist ein monatlich erscheinendes von tfh publications herausgegebenes magazin das 1952 von herbert r. axelrod gegründet wurde	O O O O C O O O O O O O O O O O O O O C C	tropical fish hobbyist tfh ein monatlich erscheinendes von tfh publications herausgegebenes ist magazin das 1952 von herbert r. axelrod gegründet wurde	O O O O O O O O O O O F O O O O O O O C C
8036	Die Keilschrift wurde über 2500 Jahre lang in Mesopotamien angewandt und fand sich auch in Syrien und bei den Hethitern , sowie in den diplomatischen Archiven Ägyptens .	die keilschrift wurde über 2500 jahre lang in mesopotamien angewandt und fand sich auch in syrien und bei den hethitern sowie in den diplomatischen archiven ägyptens	O O C O O O O O O C O C O O O O O O O O O O O O O O	die keilschrift angewandt über 2500 jahre lang in wurde mesopotamien und fand sich auch in syrien und bei den hethitern sowie in den diplomatischen archiven ägyptens	O O F O O O O O F O O C O O O O O O O O O O O O O O
8037	Dieses umfasste nach der schnellen Anfangsphase nur noch etwa 30 Fahrer , wurde aber später wieder größer .	dieses umfasste nach der schnellen anfangsphase nur noch etwa 30 fahrer wurde aber später wieder größer	O C O O O O O O O O O C O O O O	dieses umfasste nach der schnellen anfangsphase nur noch etwa 30 fahrer wurde aber später wieder größer	O C O O O O O O O O O C O O O O
8038	Auch sein Vater Pierre ( 1905-1972 ) und seine Mutter Odette Joyeux ( 1914-2000 ) waren zu ihrer Zeit anerkannte Schauspieler .	auch sein vater pierre 1905-1972 und seine mutter odette joyeux 1914-2000 waren zu ihrer zeit anerkannte schauspieler	O O O O O O O O O O O C O O O O O	auch sein vater pierre 1905-1972 waren und seine mutter odette joyeux 1914-2000 zu ihrer zeit anerkannte schauspieler	O O O O O F O O O O O O O O O O O
8039	Wegen seiner Urkundeneigenschaft lässt sich der Wechsel nur durch hohen Personaleinsatz und - aufwand abwickeln .	wegen seiner urkundeneigenschaft lässt sich der wechsel nur durch hohen personaleinsatz und aufwand abwickeln	O O O C O O O O O O O O O C	wegen seiner urkundeneigenschaft lässt sich der wechsel nur durch hohen personaleinsatz und aufwand abwickeln	O O O C O O O O O O O O O C
8040	Mit dieser Einschränkung müssen auch andere VoD - Anbieter in Deutschland leben .	mit dieser einschränkung müssen auch andere vod anbieter in deutschland leben	O O O C O O O O O O C	mit dieser einschränkung auch andere leben müssen vod anbieter in deutschland	O O O O O F F O O O O
8041	Von 1944 bis 1947 befand er sich in westalliierter Kriegsgefangenschaft .	von 1944 bis 1947 befand er sich in westalliierter kriegsgefangenschaft	O O O O C O O O O O	von 1944 bis 1947 befand er sich in westalliierter kriegsgefangenschaft	O O O O C O O O O O
8042	Godard veröffentlichte noch einige Northern Soul - und Swing - Platten und beendete 1983 seine Zusammenarbeit mit Bernard Rhodes .	godard veröffentlichte noch einige northern soul und swing platten und beendete 1983 seine zusammenarbeit mit bernard rhodes	O C O O O O O O O O C O O O O O O	godard veröffentlichte noch einige northern soul und swing platten und 1983 beendete seine zusammenarbeit mit bernard rhodes	O C O O O O O O O O O F O O O O O
8043	Die Verkettung von Schuld und Vergeltung könne nur mit Vergebung unterbrochen werden .	die verkettung von schuld und vergeltung könne nur mit vergebung unterbrochen werden	O O O O O O C O O O C C	die verkettung von schuld und vergeltung nur mit vergebung werden unterbrochen könne	O O O O O O O O O F C F
8044	Siebeneichen geht auf ein Ackerwerk zurück , dass wahrscheinlich in der ersten Hälfte des 19 .	siebeneichen geht auf ein ackerwerk zurück dass wahrscheinlich in der ersten hälfte des 19	O C O O O O O O O O O O O O	siebeneichen auf ein ackerwerk zurück dass wahrscheinlich in der ersten hälfte des 19 geht	O O O O O O O O O O O O O F
8045	Insgesamt fasst das Jahnstadion 12.500 Zuschauer .	insgesamt fasst das jahnstadion 12.500 zuschauer	O C O O O O	insgesamt das jahnstadion fasst 12.500 zuschauer	O O O F O O
8046	Vorsitzender der Partei ist der Arzt Ibrahim al - Dschafari .	vorsitzender der partei ist der arzt ibrahim al dschafari	O O O C O O O O O	vorsitzender der partei ist der arzt ibrahim al dschafari	O O O C O O O O O
8047	Die schwere mittelalterliche Kirchentür mit ihren Beschlägen befindet sich heute in Plauen .	die schwere mittelalterliche kirchentür mit ihren beschlägen befindet sich heute in plauen	O O O O O O O C O O O O	die schwere mittelalterliche kirchentür befindet mit ihren beschlägen sich heute in plauen	O O O O F O O O O O O O
8048	Intuitivität der Nutzung ) und Verhütungssicherheit in Auftrag gegeben .	intuitivität der nutzung und verhütungssicherheit in auftrag gegeben	O O O O O C O O	intuitivität der nutzung und verhütungssicherheit in auftrag gegeben	O O O O O O O C
8049	Nach ihrer Zertifizierung wird sie für die BK 117 angeboten .	nach ihrer zertifizierung wird sie für die bk 117 angeboten	O O O C O O O O O C	nach ihrer zertifizierung sie für angeboten die bk 117 wird	O O O O O F O O O F
8050	"Die Verhöre Rauffs während der Internierung ergaben für den Vernehmungsbeamten folgenden Eindruck : "" Rauff hat seine Organisation des politischen Verbrechertums stromlinienförmig perfektioniert und ist darauf stolz ."	die verhöre rauffs während der internierung ergaben für den vernehmungsbeamten folgenden eindruck rauff hat seine organisation des politischen verbrechertums stromlinienförmig perfektioniert und ist darauf stolz	O O O O O O C O O O O O O C O O O O O O C O C O O	die verhöre rauffs während der internierung ergaben für den vernehmungsbeamten folgenden eindruck rauff hat seine organisation des politischen verbrechertums stromlinienförmig perfektioniert und ist darauf stolz	O O O O O O C O O O O O O C O O O O O O C O C O O
8051	Insbesondere der I.G. - Farben - Konzern engagierte sich auf dem Gebiet der Beschaffung und Synthetisierung von rüstungs - und kriegsrelevanten Rohstoffen und Nahrungsmitteln .	insbesondere der i.g. farben konzern engagierte sich auf dem gebiet der beschaffung und synthetisierung von rüstungs und kriegsrelevanten rohstoffen und nahrungsmitteln	O O O O O C O O O O O O O O O O O O O O O	insbesondere der i.g. farben konzern sich auf dem gebiet der beschaffung und synthetisierung engagierte von rüstungs und kriegsrelevanten rohstoffen und nahrungsmitteln	O O O O O O O O O O O O O F O O O O O O O
8052	Zu den neuen Verfahren gehörte es , kleinere Fahrzeuge , in diesem Falle Schnellboote , nicht auf eigenem Kiel sondern an Bord eines Dockschiffs in das Einsatzgebiet zu transportieren , um das Material zu schonen .	zu den neuen verfahren gehörte es kleinere fahrzeuge in diesem falle schnellboote nicht auf eigenem kiel sondern an bord eines dockschiffs in das einsatzgebiet zu transportieren um das material zu schonen	O O O O C O O O O O O O O O O O O O O O O O O O O C O O O O C	zu den neuen verfahren gehörte es kleinere fahrzeuge transportieren in diesem falle schnellboote nicht auf eigenem kiel sondern an bord eines dockschiffs in das einsatzgebiet zu um das material schonen zu	O O O O C O O O F O O O O O O O O O O O O O O O O O O O O F O
8053	Kurnitz verbrachte seine Jugend in Philadelphia , Pennsylvania .	kurnitz verbrachte seine jugend in philadelphia pennsylvania	O C O O O O O	kurnitz seine jugend verbrachte in philadelphia pennsylvania	O O O F O O O
8054	In San Marino wird neben dem hier beschriebenen Orden des Heiligen Marinus lediglich noch ein zweiter Orden , der St. Agatha - Orden verliehen .	in san marino wird neben dem hier beschriebenen orden des heiligen marinus lediglich noch ein zweiter orden der st. agatha orden verliehen	O O O C O O O O O O O O O O O O O O O O O C	in san marino wird neben dem hier beschriebenen orden des heiligen marinus lediglich noch ein zweiter orden der st. agatha orden verliehen	O O O C O O O O O O O O O O O O O O O O O C
8055	Marroquíns Frau , die inzwischen eine Fehlgeburt hatte und nach Frankreich ausgerissen war , kehrt nach Lima zurück .	marroquíns frau die inzwischen eine fehlgeburt hatte und nach frankreich ausgerissen war kehrt nach lima zurück	O O C O O O O O O O C O O O C C	marroquíns frau die hatte inzwischen eine fehlgeburt und nach ausgerissen frankreich war kehrt nach lima zurück	O O O F O O O O O F O C C O O O
8056	Das Unternehmen wurde von Franz Schuck 1972 in Heidenheim an der Brenz gegründet .	das unternehmen wurde von franz schuck 1972 in heidenheim an der brenz gegründet	O O C O O O O O O O O O C	das unternehmen von franz schuck 1972 in heidenheim an der wurde gegründet brenz	O O O O O O O O O O F F O
8057	Dies geschah in Topsfield , Massachusetts .	dies geschah in topsfield massachusetts	O C O O O	dies geschah in topsfield massachusetts	O C O O O
8058	Ironischerweise war Schumachers ehemaliger Rivale Damon Hill bei diesem Rennen als einer von vier Rennkommissaren aktiv .	ironischerweise war schumachers ehemaliger rivale damon hill bei diesem rennen als einer von vier rennkommissaren aktiv	O C O O O O O O O O O O O O O O	ironischerweise schumachers ehemaliger rivale damon hill bei diesem rennen war als einer von vier rennkommissaren aktiv	O O O O O O O O O F O O O O O O
8059	Die ersten Jahrzehnte des Bestehens sind schlecht dokumentiert -- für 1392 als Gründungsjahr spricht die Tatsache , dass in diesem Jahr ( nach dem Tode Herzog Stephans II . )	die ersten jahrzehnte des bestehens sind schlecht dokumentiert -- für 1392 als gründungsjahr spricht die tatsache dass in diesem jahr nach dem tode herzog stephans ii	O O O O O C O C O O O O O C O O O O O O O O O O O O	die ersten jahrzehnte des bestehens sind schlecht dokumentiert -- für 1392 als gründungsjahr die tatsache dass in diesem jahr nach dem tode herzog stephans ii spricht	O O O O O C O C O O O O O O O O O O O O O O O O O F
8060	Dies gilt heute als ein Meilenstein in der Selbstmordforschung .	dies gilt heute als ein meilenstein in der selbstmordforschung	O C O O O O O O O	dies gilt heute als ein meilenstein in der selbstmordforschung	O C O O O O O O O
8061	Erst 1709 wurde Sillem durch die kaiserliche Kommission rehabilitiert .	erst 1709 wurde sillem durch die kaiserliche kommission rehabilitiert	O O C O O O O O C	erst 1709 wurde sillem durch die kaiserliche kommission rehabilitiert	O O C O O O O O C
8062	Jahrhunderts , Jacobo Machado Fiesco aus La Laguna zugeschrieben .	jahrhunderts jacobo machado fiesco aus la laguna zugeschrieben	O O O O O O O C	jahrhunderts jacobo machado fiesco zugeschrieben aus la laguna	O O O O F O O O
8063	Sula Sgeir gehört zu den abgelegensten der britischen Inseln .	sula sgeir gehört zu den abgelegensten der britischen inseln	O O C O O O O O O	sula sgeir zu den abgelegensten der britischen inseln gehört	O O O O O O O O F
8064	Des Weiteren müssen von beiden Seiten akzeptierte Schlichtungsinstanzen und - verfahren vorhanden sein , um die Aufrechterhaltung des Arbeitsfriedens zu sichern .	des weiteren müssen von beiden seiten akzeptierte schlichtungsinstanzen und verfahren vorhanden sein um die aufrechterhaltung des arbeitsfriedens zu sichern	O O C O O O O O O O O C O O O O O O C	des weiteren von beiden seiten akzeptierte schlichtungsinstanzen und verfahren sein vorhanden müssen um die aufrechterhaltung des arbeitsfriedens zu sichern	O O O O O O O O O F O F O O O O O O C
8065	Ferner wird ein so genanntes modulares Abitur befürwortet , in dem die Schüler die Entscheidung treffen können , ob sie die allgemeine Hochschulreife erst nach 13 oder bereits nach 12 Jahren anstreben .	ferner wird ein so genanntes modulares abitur befürwortet in dem die schüler die entscheidung treffen können ob sie die allgemeine hochschulreife erst nach 13 oder bereits nach 12 jahren anstreben	O C O O O O O C O O O O O O C C O O O O O O O O O O O O O C	ferner ein so genanntes modulares abitur wird befürwortet in können dem die schüler die entscheidung treffen ob sie die allgemeine hochschulreife erst nach 13 oder bereits nach 12 jahren anstreben	O O O O O O F C O F O O O O O F O O O O O O O O O O O O O C
8066	Amphoe Manang ( Thai : ) ist ein Landkreis ( Amphoe -- Verwaltungs - Distrikt ) in der Provinz Satun .	amphoe manang thai ist ein landkreis amphoe -- verwaltungs distrikt in der provinz satun	O O O C O O O O O O O O O O	amphoe manang thai ist ein landkreis amphoe -- verwaltungs distrikt in der provinz satun	O O O C O O O O O O O O O O
8067	Das Projekt veröffentlichte bislang zwei Studioalben .	das projekt veröffentlichte bislang zwei studioalben	O O C O O O	das projekt bislang zwei studioalben veröffentlichte	O O O O O F
8068	Da der Verein finanzielle Probleme hat ;	da der verein finanzielle probleme hat	O O O O O C	da der verein finanzielle probleme hat	O O O O O C
8069	Ebenfalls unter Gouverneur Kent wurde eine Gefängnisreform beschlossen .	ebenfalls unter gouverneur kent wurde eine gefängnisreform beschlossen	O O O O C O O C	ebenfalls unter gouverneur wurde kent eine gefängnisreform beschlossen	O O O F O O O C
8070	Jahrhundert aufgefunden , ab etwa 800 zunehmend auch nach Europa verbracht wurden .	jahrhundert aufgefunden ab etwa 800 zunehmend auch nach europa verbracht wurden	O O O O O O O O C C C	jahrhundert aufgefunden ab etwa 800 zunehmend auch nach europa verbracht wurden	O C O O O O O O O C C
8071	Aufgrund der oft chaotischen politischen Lage lag bei vielen Päpsten eine längere Zeitspanne , bis zu mehr als einem Jahr , zwischen Wahl und Inthronisation .	aufgrund der oft chaotischen politischen lage lag bei vielen päpsten eine längere zeitspanne bis zu mehr als einem jahr zwischen wahl und inthronisation	O O O O O O C O O O O O O O O O O O O O O O O	aufgrund der oft chaotischen politischen lage bei vielen päpsten lag eine längere zeitspanne bis zu mehr als einem jahr zwischen wahl und inthronisation	O O O O O O O O O F O O O O O O O O O O O O O
8072	Es wurde ein U - Boot versorgt .	es wurde ein u boot versorgt	O C O O O C	es wurde ein u boot versorgt	O C O O O C
8073	Dieses Spiel leitete der deutsche Schiedsrichter Peco Bauwens .	dieses spiel leitete der deutsche schiedsrichter peco bauwens	O O C O O O O O	dieses spiel leitete der deutsche schiedsrichter peco bauwens	O O C O O O O O
8074	Nach 1945 gab es ernsthafte Versuche , die Folgen des Gesetzes zumindest teilweise zu revidieren und den ehemals selbstständigen Städten eine größere Autonomie zu sichern : Insbesondere in Harburg und Altona wurden solche Forderungen laut und waren dort überaus populär ;	nach 1945 gab es ernsthafte versuche die folgen des gesetzes zumindest teilweise zu revidieren und den ehemals selbstständigen städten eine größere autonomie zu sichern insbesondere in harburg und altona wurden solche forderungen laut und waren dort überaus populär	O O C O O O O O O O O O O C O O O O O O O O O C O O O O O C O O O O C O O O	nach 1945 gab es ernsthafte versuche die folgen des gesetzes revidieren zumindest teilweise zu und den ehemals selbstständigen städten eine größere autonomie zu sichern insbesondere in harburg und altona solche forderungen laut und waren dort überaus populär wurden	O O C O O O O O O O F O O O O O O O O O O O O C O O O O O O O O O F O O O F
8075	Die auffallend abgeplattete Fühlerkeule besteht aus drei Gliedern .	die auffallend abgeplattete fühlerkeule besteht aus drei gliedern	O O O O C O O O	die auffallend abgeplattete fühlerkeule aus drei gliedern besteht	O O O O O O O F
8076	Die Patienten müssen dabei lernen an Unterarmgehstützen oder mittels anderer Gehhilfen zu gehen .	die patienten müssen dabei lernen an unterarmgehstützen oder mittels anderer gehhilfen zu gehen	O O C O C O O O O O O O C	die patienten dabei lernen müssen gehen an unterarmgehstützen oder mittels anderer gehhilfen zu	O O O F F F O O O O O O O
8077	Reap the Wild Wind konnte sich als einzige Single der Band in den US - amerikanischen Billboard Hot 100 platzieren ( 71. )	reap the wild wind konnte sich als einzige single der band in den us amerikanischen billboard hot 100 platzieren 71.	O O O O C O O O O O O O O O O O O O C O	reap the wild wind sich als einzige single der band in den us amerikanischen billboard konnte platzieren hot 100 71.	O O O O O O O O O O O O O O O F F O O O
8078	Supervisorial District des Countys und wird von Supervisor Kathrin Sears vertreten .	supervisorial district des countys und wird von supervisor kathrin sears vertreten	O O O O O C O O O O C	supervisorial district des countys und wird von supervisor kathrin sears vertreten	O O O O O C O O O O C
8079	Revivo startete seine fußballerische Profikarriere in Israel unter anderem bei Maccabi Haifa .	revivo startete seine fußballerische profikarriere in israel unter anderem bei maccabi haifa	O C O O O O O O O O O O	revivo seine fußballerische profikarriere in israel unter anderem bei maccabi startete haifa	O O O O O O O O O O F O
8080	Sie besitzen meistens blasse Blüten , die sich erst nachmittags öffnen , duften und reichlich Nektar produzieren .	sie besitzen meistens blasse blüten die sich erst nachmittags öffnen duften und reichlich nektar produzieren	O C O O O O O O O C C O O O C	sie besitzen meistens blasse blüten die sich öffnen erst nachmittags duften und produzieren reichlich nektar	O C O O O O O F O O C O F O O
8081	Sonora Carver war aber von dem Film sehr enttäuscht , weil er sich nur in Grundzügen an die wirklichen Geschehnisse hielt .	sonora carver war aber von dem film sehr enttäuscht weil er sich nur in grundzügen an die wirklichen geschehnisse hielt	O O C O O O O O O O O O O O O O O O O C	sonora carver war aber von dem film sehr enttäuscht weil er sich nur in grundzügen an die wirklichen geschehnisse hielt	O O C O O O O O O O O O O O O O O O O C
8082	Seine Veröffentlichungen zu musikwissenschaftlichen Themen gehen in die Dutzende .	seine veröffentlichungen zu musikwissenschaftlichen themen gehen in die dutzende	O O O O O C O O O	seine veröffentlichungen zu musikwissenschaftlichen themen in die dutzende gehen	O O O O O O O O F
8083	1928 wurde sie von Ulrich Trappe geschieden .	1928 wurde sie von ulrich trappe geschieden	O C O O O O C	1928 wurde sie geschieden von ulrich trappe	O C O F O O O
8084	Unter der Bezeichnung Dusun werden verschiedene indigene Gruppen innerhalb des malaysischen Bundesstaates Sabah auf der Insel Borneo zusammengefasst .	unter der bezeichnung dusun werden verschiedene indigene gruppen innerhalb des malaysischen bundesstaates sabah auf der insel borneo zusammengefasst	O O O O C O O O O O O O O O O O O C	unter der bezeichnung dusun verschiedene indigene gruppen innerhalb des malaysischen bundesstaates sabah zusammengefasst auf der insel borneo werden	O O O O O O O O O O O O F O O O O F
8085	Als erste Lehensnehmer werden ein Chunrat und ein Sieghart erwähnt .	als erste lehensnehmer werden ein chunrat und ein sieghart erwähnt	O O O C O O O O O C	als erste lehensnehmer werden ein chunrat und ein sieghart erwähnt	O O O C O O O O O C
8086	Daran schloss sich ein Studium an der Musikhochschule des Saarlandes bei Professor Fritz Griem an , bei dem er zunächst Privatunterricht hatte .	daran schloss sich ein studium an der musikhochschule des saarlandes bei professor fritz griem an bei dem er zunächst privatunterricht hatte	O C O O O O O O O O O O O O O O O O O O C	daran sich ein studium an der musikhochschule des saarlandes bei professor fritz griem schloss an bei dem er zunächst privatunterricht hatte	O O O O O O O O O O O O O F O O O O O O C
8087	Juli 1967 war Carlsfeld Endpunkt der Schmalspurbahn Wilkau - Haßlau - Carlsfeld .	juli 1967 war carlsfeld endpunkt der schmalspurbahn wilkau haßlau carlsfeld	O O C O O O O O O O	juli 1967 carlsfeld endpunkt war der schmalspurbahn wilkau haßlau carlsfeld	O O O O F O O O O O
8088	Ihre Gründung wurde stets einem Grafen Konrad von Sangerhausen zugeschrieben , einem Neffen des Thüringer Landgrafen Ludwig der Springer .	ihre gründung wurde stets einem grafen konrad von sangerhausen zugeschrieben einem neffen des thüringer landgrafen ludwig der springer	O O C O O O O O O C O O O O O O O O	ihre gründung wurde stets einem grafen konrad von sangerhausen zugeschrieben einem neffen des thüringer landgrafen ludwig der springer	O O C O O O O O O C O O O O O O O O
8089	Es müsse gezeigt werden , wie der Zukunftsstaat aussehen und auf welchem Weg man ihn erreichen könne .	es müsse gezeigt werden wie der zukunftsstaat aussehen und auf welchem weg man ihn erreichen könne	O C C C O O O C C O O O O O O C	es werden müsse gezeigt wie der zukunftsstaat aussehen und erreichen auf welchem weg man ihn könne	O F F F O O O C O F O O O O O C
8090	Seit 1867 gab es mehrere -- vergebliche -- Versuche seitens des Parlaments und der Regierung von Südaustralien , Investoren für eine Eisenbahn zu finden , die den Nordosten der Kolonie erschließen sollte .	seit 1867 gab es mehrere -- vergebliche -- versuche seitens des parlaments und der regierung von südaustralien investoren für eine eisenbahn zu finden die den nordosten der kolonie erschließen sollte	O O C O O O O O O O O O O O O O O O O O O O C O O O O O C C	seit 1867 gab es mehrere -- vergebliche -- versuche seitens des parlaments und der regierung von südaustralien investoren finden für eine eisenbahn zu die den nordosten der kolonie erschließen sollte	O O C O O O O O O O O O O O O O O O F O O O O O O O O O C C
8091	Von dieser Position wurde sie aus politischen Gründen von Rektor Johannes Stroux abgesetzt , weil sie die Studenten unterstützt hat .	von dieser position wurde sie aus politischen gründen von rektor johannes stroux abgesetzt weil sie die studenten unterstützt hat	O O O C O O O O O O O O C O O O O C C	von dieser position wurde sie aus politischen gründen von rektor johannes abgesetzt stroux unterstützt hat weil sie die studenten	O O O C O O O O O O O F O F F O O O O
8092	Umgangssprachlich und in der älteren Literatur werden Kaltzeiten häufig ungenau auch als Eiszeiten bezeichnet .	umgangssprachlich und in der älteren literatur werden kaltzeiten häufig ungenau auch als eiszeiten bezeichnet	O O O O O O C O O O O O O C	umgangssprachlich und in der älteren literatur werden kaltzeiten häufig ungenau auch als eiszeiten bezeichnet	O O O O O O C O O O O O O C
8093	Dabei starben viele auf Grund schlechter Ernährung und mangelhafter Unterbringung .	dabei starben viele auf grund schlechter ernährung und mangelhafter unterbringung	O C O O O O O O O O	dabei viele auf grund schlechter ernährung und mangelhafter unterbringung starben	O O O O O O O O O F
8094	Da die ersten Motorwagen mit Verbrennungsmotor um 1900 keine positiven Betriebsergebnisse brachten , wurden auf schwach ausgelasteten Strecken , wie der Lokalbahn Laun - Libochowitz , um diese Zeit auch Dampftriebwagen verwendet .	da die ersten motorwagen mit verbrennungsmotor um 1900 keine positiven betriebsergebnisse brachten wurden auf schwach ausgelasteten strecken wie der lokalbahn laun libochowitz um diese zeit auch dampftriebwagen verwendet	O O O O O O O O O O O C C O O O O O O O O O O O O O O C	da die ersten motorwagen mit verbrennungsmotor um 1900 keine positiven betriebsergebnisse brachten auf schwach ausgelasteten strecken wurden wie der lokalbahn laun libochowitz um diese zeit auch dampftriebwagen verwendet	O O O O O O O O O O O C O O O O F O O O O O O O O O O C
8095	In Runde 123 war für Faulkner das Rennen zu Ende , als seine Kurbelwelle brach .	in runde 123 war für faulkner das rennen zu ende als seine kurbelwelle brach	O O O C O O O O O O O O O C	in runde 123 war für faulkner das rennen zu ende als brach seine kurbelwelle	O O O C O O O O O O O F O O
8096	Die Konstruktion der XF 650 mit Kastenschwinge , Kettenantrieb und über dem Motor angeordnetem Tank ist konventionell .	die konstruktion der xf 650 mit kastenschwinge kettenantrieb und über dem motor angeordnetem tank ist konventionell	O O O O O O O O O O O O O O C O	die konstruktion der xf 650 mit kastenschwinge kettenantrieb und über dem motor angeordnetem tank konventionell ist	O O O O O O O O O O O O O O O F
8097	Gegen die Initiative wurden unter anderem folgende Argumente vorgebracht :	gegen die initiative wurden unter anderem folgende argumente vorgebracht	O O O C O O O O C	gegen die initiative unter anderem vorgebracht folgende argumente wurden	O O O O O F O O F
8098	Deshalb steht es , wie die Mühle samt Nebengebäuden und der sogenannte Oberwasserkanal , seit 1995 unter Denkmalschutz .	deshalb steht es wie die mühle samt nebengebäuden und der sogenannte oberwasserkanal seit 1995 unter denkmalschutz	O C O O O O O O O O O O O O O O	deshalb steht es wie die mühle samt nebengebäuden und der sogenannte oberwasserkanal seit 1995 unter denkmalschutz	O C O O O O O O O O O O O O O O
8099	Eine andere Herleitung stellt das Wort zu ahd .	eine andere herleitung stellt das wort zu ahd	O O O C O O O O	eine andere herleitung stellt das wort zu ahd	O O O C O O O O
8100	Ach , diese Frauen ( Originaltitel : För att inte tala om alla dessa kvinnor ) ist eine schwedische satirische Filmkomödie von Ingmar Bergman aus dem Jahr 1964 .	ach diese frauen originaltitel för att inte tala om alla dessa kvinnor ist eine schwedische satirische filmkomödie von ingmar bergman aus dem jahr 1964	O O O O C O O O O O O O O O O O O O O C O O O O	ach diese frauen originaltitel för att inte tala om alla dessa kvinnor eine ist schwedische satirische filmkomödie von ingmar bergman aus dem jahr 1964	O O O O O O O C O O O O O F O O O O O O O O O O
8101	Marcus Enzenebner , langjähriger Spieler und Kapitän , wirkte als Kotrainer .	marcus enzenebner langjähriger spieler und kapitän wirkte als kotrainer	O O O O O O C O O	marcus enzenebner langjähriger spieler und kapitän als kotrainer wirkte	O O O O O O O O F
8102	Dort ergab es sich nach der Kapitulation den US - Amerikanern .	dort ergab es sich nach der kapitulation den us amerikanern	O C O O O O O O O O	dort ergab es sich nach der kapitulation den us amerikanern	O C O O O O O O O O
