idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
3516	Døre til boliger , såvel hoveddør som bagdør , altandør og terrassedør , bør være solide og forsynet med gode og sikre låse .	døre til boliger såvel hoveddør som bagdør altandør og terrassedør bør være solide og forsynet med gode og sikre låse	døre til boliger såvel hoveddør som bagdør altandør og terrassedør bør være solide og med forsynet gode og sikre låse	O O O O O O O O O O C C O O O F O O O O	døre forsynet til boliger såvel hoveddør som bagdør altandør og terrassedør bør være solide og med gode og sikre låse	O F O O O O O O O O O C C O O O O O O O
3517	"Løfterne om bonus har jeg heller aldrig fået svar på , hvor bare en undskyldning kunne have gjort underværker , "" understreger Peter Freil ."	løfterne om bonus har jeg heller aldrig fået svar på hvor bare en undskyldning kunne have gjort underværker understreger peter freil	løfterne om har bonus jeg heller aldrig fået svar på hvor bare en undskyldning kunne have gjort underværker understreger peter freil	O O F O O O O C O O O O O O C F F O C O O	løfterne om bonus jeg heller aldrig fået gjort svar har på hvor kunne bare en undskyldning have underværker understreger peter freil	O O O O O O C F O F O O F O O O C O C O O
3518	Kedsomheden har tvunget Inger P. til at tage sagen i egen hånd , og det har hun gjort grundigt .	kedsomheden har tvunget inger p. til at tage sagen i egen hånd og det har hun gjort grundigt	kedsomheden har inger tvunget p. til tage at sagen i egen hånd og det har hun gjort grundigt	O C O F O O F O O O O O O O C O C O	kedsomheden tvunget har inger p. til har at sagen i egen hånd tage og det hun gjort grundigt	O F C O O O F O O O O O F O O O C O
3519	Som 14-årig kom Kjeld Christensen til landbruget , men efter soldatertiden kom han på en fabrik , hvor han arbejdede i 18 år .	som 14-årig kom kjeld christensen til landbruget men efter soldatertiden kom han på en fabrik hvor han arbejdede i 18 år	som 14-årig kjeld kom christensen til landbruget men efter kom soldatertiden han på en fabrik hvor han arbejdede i 18 år	O O O F O O O O O F O O O O O O O C O O O	som 14-årig kom kjeld kom christensen til landbruget men efter soldatertiden han på en fabrik hvor han arbejdede i 18 år	O O C O F O O O O O O O O O O O O C O O O
3520	"Da han bliver spurgt hvorfor , tøver han ikke med svaret : "" Der bor for mange indvandrere . """	da han bliver spurgt hvorfor tøver han ikke med svaret der bor for mange indvandrere	da han bliver tøver spurgt hvorfor han ikke med svaret der bor for mange indvandrere	O O C F F O O O O O O C O O O	da han bliver hvorfor tøver han ikke med svaret der for spurgt bor mange indvandrere	O O C O C O O O O O O F F O O
3521	Brandvæsenet kørte natten til i går i fast rutefart til havet for at hente ekstra vand .	brandvæsenet kørte natten til i går i fast rutefart til havet for at hente ekstra vand	brandvæsenet kørte natten til i går i fast rutefart til havet for at ekstra hente vand	O C O O O O O O O O O O O O F O	brandvæsenet kørte natten til i går i fast rutefart hente til havet for at ekstra vand	O C O O O O O O O F O O O O O O
3522	- Birte er smuk , og det er jeg ikke .	birte er smuk og det er jeg ikke	er birte smuk og det er jeg ikke	F O O O O C O O	birte er smuk og det jeg ikke er	O C O O O O O F
3523	Emballagesektoren volder Danisco betydelige problemer .	emballagesektoren volder danisco betydelige problemer	emballagesektoren volder danisco betydelige problemer	O C O O O	emballagesektoren danisco volder betydelige problemer	O O F O O
3524	Det sker allerede i mange tilfælde .	det sker allerede i mange tilfælde	det allerede sker i mange tilfælde	O O F O O O	det sker allerede i mange tilfælde	O C O O O O
3525	"Men dommer Jette Krog fandt alligevel ikke Dagø berettiget til erstatning , fordi udtalelserne godt kunne være fremsat "" i god tro "" ."	men dommer jette krog fandt alligevel ikke dagø berettiget til erstatning fordi udtalelserne godt kunne være fremsat i god tro	men dommer jette fandt krog alligevel ikke dagø berettiget til erstatning fordi udtalelserne godt kunne være fremsat i god tro	O O O F O O O O C O O O O O C F F O O O	men dommer jette fremsat krog alligevel ikke dagø berettiget til erstatning kunne fordi udtalelserne godt være fandt i god tro	O O O F O O O O C O O F O O O C F O O O
3526	Efter to dages forhør var det umuligt for politi og myndigheder at adskille , hvad der var løgn , og hvad der var sandhed .	efter to dages forhør var det umuligt for politi og myndigheder at adskille hvad der var løgn og hvad der var sandhed	efter to dages forhør var det umuligt for politi og myndigheder at adskille hvad der løgn var og hvad var der sandhed	O O O O C O O O O O O O C O O O F O O F O O	efter to adskille dages forhør var det umuligt for politi og myndigheder at hvad der var løgn og var hvad der sandhed	O O F O O C O O O O O O O O O C O O F O O O
3527	På landets tredje stiftstidende forhandler man i øjeblikket besparelser , og det er grunden til , at man ikke vil være med i samarbejdet endnu .	på landets tredje stiftstidende forhandler man i øjeblikket besparelser og det er grunden til at man ikke vil være med i samarbejdet endnu	på landets tredje stiftstidende forhandler man i øjeblikket besparelser og det er grunden til at man ikke vil være med i samarbejdet endnu	O O O O C O O O O O O C O O O O O F F O O O O	er på landets tredje stiftstidende forhandler man i øjeblikket besparelser og det grunden til at man ikke være med i samarbejdet vil endnu	F O O O O C O O O O O O O O O O O C O O O F O
3528	"såvel den svenske lovgivning som konceptet bag de "" Kronkycklinger "" , fjerkræproducenten Kronfågel har eksporteret til Kvickly-kæden , bærer derfor præg af , at der i langt højere grad end i Danmark skal tages hensyn til dyrenes velfærd ."	såvel den svenske lovgivning som konceptet bag de kronkycklinger fjerkræproducenten kronfågel har eksporteret til kvickly-kæden bærer derfor præg af at der i langt højere grad end i danmark skal tages hensyn til dyrenes velfærd	såvel den svenske lovgivning som konceptet bag de kronkycklinger fjerkræproducenten kronfågel har eksporteret til kvickly-kæden derfor bærer præg af at der i langt højere grad end i skal danmark tages hensyn til dyrenes velfærd	O O O O O O O O O O O C C O O O F O O O O O O O O O O F O C O O O O	såvel den svenske lovgivning som konceptet bag de kronkycklinger fjerkræproducenten kronfågel eksporteret skal til bærer kvickly-kæden derfor har præg af at der i langt højere grad end i danmark tages hensyn til dyrenes velfærd	O O O O O O O O O O O C F O F O O F O O O O O O O O O O O C O O O O
3529	"Men vi må jo ønske jer til lykke med en fantastisk sejr , "" lød det i går aftes nedtrykt fra Harold Richard , sportsjournalist på Tysklands største avis , Bild , før det var hans tunge pligt at fylde sin avis med det største tyske nederlag i sportsmands minde ."	men vi må jo ønske jer til lykke med en fantastisk sejr lød det i går aftes nedtrykt fra harold richard sportsjournalist på tysklands største avis bild før det var hans tunge pligt at fylde sin avis med det største tyske nederlag i sportsmands minde	men vi må jo jer ønske til lykke med en fantastisk lød sejr det i går aftes nedtrykt fra harold richard sportsjournalist på tysklands største avis bild før det var hans tunge pligt at fylde sin avis med det største tyske nederlag i sportsmands minde	O O C O O F O O O O O F O O O O O O O O O O O O O O O O O C O O O O C O O O O O O O O O O	men vi må jo jer til lykke med en fantastisk sejr det i går aftes nedtrykt fra harold richard sportsjournalist på tysklands største avis bild lød før det var hans tunge pligt at fylde ønske sin avis med det største tyske nederlag i sportsmands minde	O O C O O O O O O O O O O O O O O O O O O O O O O F O O C O O O O C F O O O O O O O O O O
3530	"Som filmfotograf arbejdede Henning Camre ofte sammen med Jørgen Leth , det blev til filmene "" Det perfekte menneske "" , "" Det gode og det onde "" og "" Notater om kærligheden "" samt et nært venskab ."	som filmfotograf arbejdede henning camre ofte sammen med jørgen leth det blev til filmene det perfekte menneske det gode og det onde og notater om kærligheden samt et nært venskab	som filmfotograf henning arbejdede camre ofte sammen med jørgen leth blev det til filmene det perfekte menneske det gode og det onde og notater om kærligheden samt et nært venskab	O O O F O O O O O O F O O O O O O O O O O O O O O O O O O O	som filmfotograf henning camre ofte sammen med jørgen leth det blev til filmene det perfekte menneske det gode og det onde og notater om kærligheden samt et nært arbejdede venskab	O O O O O O O O O O C O O O O O O O O O O O O O O O O O F O
3531	Sådan var det nu til dags .	sådan var det nu til dags	sådan var det nu til dags	O C O O O O	sådan det var nu til dags	O O F O O O
3532	Mens RS 2000 har en kvadratisk motor , det vil sige lige stor boring og slaglængde , er Cosworth-motoren overkvadratisk , boringen er noget større end slaglængden , og så er den forsynet med en Garrett turbolader og intercooler .	mens rs 2000 har en kvadratisk motor det vil sige lige stor boring og slaglængde er cosworth-motoren overkvadratisk boringen er noget større end slaglængden og så er den forsynet med en garrett turbolader og intercooler	mens rs 2000 har en kvadratisk motor det vil sige lige stor boring og slaglængde er cosworth-motoren overkvadratisk boringen er noget større end slaglængden og så forsynet er den med en garrett turbolader og intercooler	O O O C O O O O F F O O O O O C O O O C O O O O O O F F O O O O O O O	sige mens rs 2000 har en kvadratisk motor det lige stor boring og slaglængde cosworth-motoren overkvadratisk boringen er noget vil større end slaglængden og så er den forsynet med en garrett er turbolader og intercooler	F O O O C O O O O O O O O O O O O C O F O O O O O C O C O O O F O O O
3533	Det kunne ske i form af lægebesøg , vaccination , barnedåb eller navngivning , men alt syntes at være forgæves .	det kunne ske i form af lægebesøg vaccination barnedåb eller navngivning men alt syntes at være forgæves	det kunne ske i form af lægebesøg vaccination barnedåb eller navngivning men alt være syntes at forgæves	O C C O O O O O O O O O O F F O O	det ske i form af lægebesøg være vaccination barnedåb eller navngivning kunne men alt syntes at forgæves	O C O O O O F O O O O F O O C O O
3534	Det giver måske basis for et kombineret ungdoms-og familiehold .	det giver måske basis for et kombineret ungdoms-og familiehold	det giver måske basis for et kombineret ungdoms-og familiehold	O C O O O O C O O	det måske basis for et kombineret giver ungdoms-og familiehold	O O O O O C F O O
3535	- Det mest sjove var sgu da , at vi begge blev så udmattede , at vi faldt i søvn med det samme , grinede Inge .	det mest sjove var sgu da at vi begge blev så udmattede at vi faldt i søvn med det samme grinede inge	det mest sjove sgu var da at vi blev begge så udmattede at vi faldt i søvn med det samme grinede inge	O O O O F O O O F O O O O O C O O O O O C O	det mest grinede sjove var sgu blev da at vi begge så udmattede at vi faldt i søvn med det samme inge	O O F O C O F O O O O O O O O C O O O O O O
3536	Lad det være mig tilladt at nævne bare et par eksempler fra dagligdagen , Strædet og modernisering af vaskeriet på Bispebjerg Hospital .	lad det være mig tilladt at nævne bare et par eksempler fra dagligdagen strædet og modernisering af vaskeriet på bispebjerg hospital	være lad det mig tilladt at nævne bare et par eksempler fra dagligdagen strædet og modernisering af vaskeriet på bispebjerg hospital	F F O O C O C O O O O O O O O O O O O O O	det være mig at nævne tilladt bare et par eksempler lad fra dagligdagen strædet og modernisering af vaskeriet på bispebjerg hospital	O C O O C F O O O O F O O O O O O O O O O
3537	Fra hver sit verdenshjørne vil Moskva og Washington følge Europas nye kurs med en blanding af velvillig interesse , nysgerrighed og vagtsomhed , mens et nyt globalt spændingsfelt er ved at tage form .	fra hver sit verdenshjørne vil moskva og washington følge europas nye kurs med en blanding af velvillig interesse nysgerrighed og vagtsomhed mens et nyt globalt spændingsfelt er ved at tage form	fra hver sit verdenshjørne moskva vil og følge washington europas nye kurs med en blanding af velvillig interesse nysgerrighed og vagtsomhed mens et nyt globalt spændingsfelt er ved at tage form	O O O O O F O F O O O O O O O O O O O O O O O O O O C O O C O	fra hver sit verdenshjørne følge vil moskva og washington tage europas nye kurs med en blanding af velvillig interesse nysgerrighed og vagtsomhed mens et nyt globalt spændingsfelt er ved at form	O O O O F C O O O F O O O O O O O O O O O O O O O O O C O O O
3538	I Mortens hovedbund er såret efter det åbne kraniebrud allerede ved at læges .	i mortens hovedbund er såret efter det åbne kraniebrud allerede ved at læges	i mortens hovedbund såret er efter det åbne kraniebrud allerede ved læges at	O O O O F O O O O O O F O	i mortens hovedbund er læges såret efter det åbne kraniebrud allerede ved at	O O O C F O O O O O O O O
3539	Derimod gik det maksimale benstræk i førersædet op fra 1069 til 1082 mm med uændret sædehøjde .	derimod gik det maksimale benstræk i førersædet op fra 1069 til 1082 mm med uændret sædehøjde	derimod gik det maksimale benstræk i førersædet op fra 1069 til 1082 mm med uændret sædehøjde	O C O O O O O O O O O O O O O O	derimod gik det maksimale benstræk i førersædet op fra 1069 til 1082 mm med uændret sædehøjde	O C O O O O O O O O O O O O O O
3540	""" Jamen , det er da fortvivlende ."	jamen det er da fortvivlende	jamen det er da fortvivlende	O O C O C	jamen fortvivlende det er da	O F O C O
3541	Efter en halv time hældte han skivede kartofler ned i blandingen og lod retten simre videre , til kartoflerne var møre .	efter en halv time hældte han skivede kartofler ned i blandingen og lod retten simre videre til kartoflerne var møre	efter en halv time han hældte skivede kartofler ned i blandingen lod og retten simre videre til kartoflerne møre var	O O O O O F O O O O O F O O C O O O O F	efter en halv time han skivede kartofler ned i hældte blandingen og lod retten simre videre til kartoflerne møre var	O O O O O O O O O F O O C O C O O O O F
3542	"Men nu er der heldigvis et så stort pres fra både den amerikanske ambassade og det danske udenrigsministerium , at det skal lykkes , at få besætningen hjem , "" siger Jan Fabricius ."	men nu er der heldigvis et så stort pres fra både den amerikanske ambassade og det danske udenrigsministerium at det skal lykkes at få besætningen hjem siger jan fabricius	men er nu der heldigvis et så stort pres fra både den amerikanske ambassade og det danske udenrigsministerium at det skal lykkes at besætningen få siger hjem jan fabricius	O F O O O O O O O O O O O O O O O O O O C C O O F F O O O	men nu der heldigvis et så stort pres fra både den er siger amerikanske ambassade og det danske udenrigsministerium at det lykkes skal at få besætningen hjem jan fabricius	O O O O O O O O O O O F F O O O O O O O O C F O C O O O O
3543	I dag er hun et vellidt ansigt bag disken i Lars Hjorths travle konditori ved Hellerup station .	i dag er hun et vellidt ansigt bag disken i lars hjorths travle konditori ved hellerup station	i dag er hun et vellidt ansigt bag disken i lars hjorths travle konditori ved hellerup station	O O C O O O O O O O O O O O O O O	i dag er hun et vellidt ansigt bag disken i lars hjorths travle konditori ved hellerup station	O O C O O O O O O O O O O O O O O
3544	Sygdomme som fåresyge eller gonorré giver smerter i stenene .	sygdomme som fåresyge eller gonorré giver smerter i stenene	sygdomme som fåresyge eller gonorré giver smerter i stenene	O O O O O C O O O	sygdomme som fåresyge eller gonorré giver smerter i stenene	O O O O O C O O O
3545	Det aktuelle holdningsskift skyldes ikke , at der er kommet ny regering , men derimod at den gamle , som hidtil har bekendt sig til kommunisme , har lagt kursen om .	det aktuelle holdningsskift skyldes ikke at der er kommet ny regering men derimod at den gamle som hidtil har bekendt sig til kommunisme har lagt kursen om	det aktuelle holdningsskift ikke skyldes at er der kommet ny regering men derimod at den gamle som hidtil har sig bekendt til har kommunisme lagt kursen om	O O O O F O F O C O O O O O O O O O C O F O F O C O O	har det aktuelle holdningsskift ikke at der er ny regering men skyldes derimod at den gamle kommet som hidtil lagt har bekendt sig til kommunisme kursen om	F O O O O O O C O O O F O O O O F O O F C C O O O O O
3546	De københavnske håndværkssvende , trykkede af den frie konkurrence efter lagsvæsenets afskaffelse , var villige deltagere i Pios bevægelse og den konservative regering ligeså ivrig for at kvæle denne opstand i fødslen .	de københavnske håndværkssvende trykkede af den frie konkurrence efter lagsvæsenets afskaffelse var villige deltagere i pios bevægelse og den konservative regering ligeså ivrig for at kvæle denne opstand i fødslen	de københavnske håndværkssvende trykkede af den frie konkurrence efter lagsvæsenets afskaffelse villige var deltagere i pios bevægelse og den konservative regering ligeså ivrig for kvæle at denne opstand i fødslen	O O O C O O O O O O O O F O O O O O O O O O O O F O O O O O	de københavnske håndværkssvende af trykkede den frie konkurrence efter lagsvæsenets afskaffelse var villige deltagere i pios bevægelse og den konservative regering ligeså ivrig for at kvæle denne opstand i fødslen	O O O O F O O O O O O C O O O O O O O O O O O O O C O O O O
3547	At det var en fattig familie gjorde ikke så meget dengang .	at det var en fattig familie gjorde ikke så meget dengang	at det var en fattig familie gjorde ikke så meget dengang	O O C O O O C O O O O	at det en fattig familie gjorde ikke var så meget dengang	O O O O O C O F O O O
3548	Et andet interesant punkt på listen over Clinton-seværdigheder er McClardÁs Bar-B-Que , hvor den senere præsidentkandidat samledes med sine venner på varme sommeraftener .	et andet interesant punkt på listen over clinton-seværdigheder er mcclardás bar-b-que hvor den senere præsidentkandidat samledes med sine venner på varme sommeraftener	et andet interesant punkt på listen over clinton-seværdigheder mcclardás er bar-b-que hvor den senere samledes præsidentkandidat med sine venner på varme sommeraftener	O O O O O O O O O F O O O O F O O O O O O O	et andet interesant punkt på samledes listen over clinton-seværdigheder er mcclardás bar-b-que hvor den senere præsidentkandidat med sine venner på varme sommeraftener	O O O O O F O O O C O O O O O O O O O O O O
3549	Valter lo smørret .	valter lo smørret	valter lo smørret	O C O	lo valter smørret	F O O
3550	Hvis ikke hun var ude i et ærinde om liv og død , ville det have moret hende - også for at forarge Arnalta .	hvis ikke hun var ude i et ærinde om liv og død ville det have moret hende også for at forarge arnalta	hvis ikke hun var ude i et ærinde om liv og død have ville det moret hende også for at forarge arnalta	O O O C O O O O O O O O F F O C O O O O C O	hvis ikke hun var ude i et ærinde moret om liv og død ville det hende have også for at forarge arnalta	O O O C O O O O F O O O O C O O F O O O C O
3551	Det opfylder langt hen ad vejen Dansk Industris ønsker om en styrkelse af ledelsesstrukturen på de højere læreanstalter .	det opfylder langt hen ad vejen dansk industris ønsker om en styrkelse af ledelsesstrukturen på de højere læreanstalter	det langt opfylder hen ad vejen dansk industris ønsker om en styrkelse af ledelsesstrukturen på de højere læreanstalter	O O F O O O O O O O O O O O O O O O	det langt hen ad vejen dansk industris ønsker om en styrkelse af ledelsesstrukturen på de højere læreanstalter opfylder	O O O O O O O O O O O O O O O O O F
3552	Alle fyrene er vilde efter hende .	alle fyrene er vilde efter hende	alle er fyrene vilde efter hende	O F O O O O	alle fyrene vilde er efter hende	O O O F O O
3553	For parisere repræsenterer Place Clichy imidlertid noget meget mere .	for parisere repræsenterer place clichy imidlertid noget meget mere	for parisere repræsenterer place clichy imidlertid noget meget mere	O O C O O O O O O	for parisere repræsenterer place clichy imidlertid noget meget mere	O O C O O O O O O
3554	Tiden og dens menneskeskæbner - kvindeskæbner - kan ikke skilles ad .	tiden og dens menneskeskæbner kvindeskæbner kan ikke skilles ad	tiden og dens menneskeskæbner kvindeskæbner kan ikke ad skilles	O O O O O C O O F	tiden og dens menneskeskæbner kvindeskæbner ikke skilles kan ad	O O O O O O C F O
3555	- Apropos kollektiv , Regitze - Loa smiler til mig - så kender jeg et her i byen , hvor der bor en pige , der også har sådan et weekendkæreste-forhold !	apropos kollektiv regitze loa smiler til mig så kender jeg et her i byen hvor der bor en pige der også har sådan et weekendkæreste-forhold	apropos kollektiv regitze smiler loa til mig så kender jeg et her i byen hvor der bor en pige der også sådan har et weekendkæreste-forhold	O O O F O O O O C O O O O O O O C O O O O O F O O	har bor apropos kollektiv regitze loa smiler til mig så kender jeg et her i byen hvor der en pige der også sådan et weekendkæreste-forhold	F F O O O O C O O O C O O O O O O O O O O O O O O
3556	Det var Jyske Division , der sammen med de nordtyske NATO-styrker skulle sættes ind i forsvaret af Slesvig mod de fremrullende DDR-kampvogne .	det var jyske division der sammen med de nordtyske nato-styrker skulle sættes ind i forsvaret af slesvig mod de fremrullende ddr-kampvogne	var det jyske division der sammen med de nordtyske nato-styrker skulle sættes ind i forsvaret af slesvig mod de fremrullende ddr-kampvogne	F O O O O O O O O O C C O O O O O O O O O	det var sættes jyske division der sammen med de nordtyske nato-styrker skulle ind i forsvaret af slesvig mod de fremrullende ddr-kampvogne	O C F O O O O O O O O C O O O O O O O O O
3557	""" Det er nødvendigt med en undersøgelsesret for at få be- eller afkræftet , om de rejste anklager mod politiets arbejdsmetoder er rigtige ."	det er nødvendigt med en undersøgelsesret for at få be- eller afkræftet om de rejste anklager mod politiets arbejdsmetoder er rigtige	det nødvendigt er med en undersøgelsesret for få at be- eller afkræftet om de rejste anklager mod politiets arbejdsmetoder rigtige er	O O F O O O O F O O O C O O C O O O O O F	det nødvendigt med en undersøgelsesret for at be- eller er er afkræftet om de rejste anklager få mod politiets arbejdsmetoder rigtige	O O O O O O O O O F F C O O C O F O O O O
3558	Vores forhold til barndommen bliver defensivt , præget af bekymring og ængstelse .	vores forhold til barndommen bliver defensivt præget af bekymring og ængstelse	vores forhold til bliver barndommen defensivt præget af bekymring og ængstelse	O O O F O O C O O O O	vores forhold bliver til barndommen defensivt præget af bekymring og ængstelse	O O F O O O C O O O O
3559	"Han betragter de sidste to år som bandets "" læretid "" , og både "" Naked Thunder "" og "" Toolbox "" som plader , der er lavet for at finde den rigtige stil ."	han betragter de sidste to år som bandets læretid og både naked thunder og toolbox som plader der er lavet for at finde den rigtige stil	han betragter de sidste to år som bandets læretid og både naked thunder og toolbox som plader der er lavet for at finde den rigtige stil	O C O O O O O O O O O O O O O O O O F F O O C O O O	han de sidste to år som bandets læretid og både naked er thunder og toolbox som plader der lavet for at betragter finde den rigtige stil	O O O O O O O O O O O F O O O O O O C O O F C O O O
3560	På de fabrikker vi har i dag , omdannes råvarer til nye produkter .	på de fabrikker vi har i dag omdannes råvarer til nye produkter	på de fabrikker vi har i dag råvarer omdannes til nye produkter	O O O O C O O O F O O O	på de fabrikker vi i dag omdannes råvarer til nye produkter har	O O O O O O C O O O O F
3561	Det siger de altid .	det siger de altid	siger det de altid	F O O O	det siger de altid	O C O O
3562	Anden gang var i 1864 , hvor vi troede , at vi kunne sætte os op imod Bismarck og var uvillige til at lytte til de andre stormagters råd om en forhandlingsløsning - og efterfølgende mistede både Syd- og Nordslesvig .	anden gang var i 1864 hvor vi troede at vi kunne sætte os op imod bismarck og var uvillige til at lytte til de andre stormagters råd om en forhandlingsløsning og efterfølgende mistede både syd- og nordslesvig	anden gang var i 1864 hvor vi troede at vi kunne sætte os op imod bismarck og var uvillige til at lytte til de andre stormagters råd om en forhandlingsløsning og efterfølgende både mistede syd- og nordslesvig	O O C O O O O C O O F F O O O O O C O O O C O O O O O O O O O O O F O O O	anden gang var i 1864 var hvor vi at vi kunne troede os op imod bismarck og uvillige lytte til at til de sætte andre stormagters råd om en forhandlingsløsning og efterfølgende mistede både syd- og nordslesvig	O O C O O F O O O O C F O O O O O O F O O O O F O O O O O O O O C O O O O
3563	Damen hedder Irina Tweedie , er 83 år og bor i London , hvor koreografen mødte hende for år tilbage .	damen hedder irina tweedie er 83 år og bor i london hvor koreografen mødte hende for år tilbage	hedder damen irina tweedie er 83 år og bor i london hvor koreografen hende mødte for år tilbage	F O O O C O O O C O O O O O F O O O	hedder damen er irina tweedie 83 år og bor i london hvor koreografen mødte hende for år tilbage	F O F O O O O O C O O O O C O O O O
3564	Palle Kreiberg spurgte , om hun var interesseret i et billede af sit barndomshjem , og da hun svarede bekræftende , aftalte de , at flyet skulle komme forbi søndag ved frokosttid .	palle kreiberg spurgte om hun var interesseret i et billede af sit barndomshjem og da hun svarede bekræftende aftalte de at flyet skulle komme forbi søndag ved frokosttid	palle spurgte kreiberg om hun var interesseret i et billede af sit barndomshjem og da hun svarede bekræftende aftalte de at flyet skulle forbi komme søndag ved frokosttid	O F O O O C C O O O O O O O O O F F C O O O C O F O O O	palle kreiberg om hun i et billede af var sit barndomshjem og da hun bekræftende aftalte de at flyet skulle komme forbi spurgte svarede interesseret søndag ved frokosttid	O O O O O O O O F O O O O O C C O O O C C O F F F O O O
3565	En stemme skreg tilbage , at der var 20 overlevende , der ventede på at blive reddet .	en stemme skreg tilbage at der var 20 overlevende der ventede på at blive reddet	en skreg stemme tilbage at der var 20 overlevende der på ventede blive at reddet	O F O O O O C O C O O F F O C	en stemme var skreg blive tilbage at reddet der 20 overlevende der ventede på at	O O F C F O O F O O C O C O O
3566	Dette ville være bevidst udsættelse af gensplejsede organismer i naturen .	dette ville være bevidst udsættelse af gensplejsede organismer i naturen	dette ville bevidst være udsættelse gensplejsede af organismer i naturen	O C O F O F O O O O	ville dette være bevidst udsættelse af gensplejsede organismer i naturen	F O C O O O C O O O
3567	Det er en klar følge af den ny styrelseslov , at det nu er overladt til de enkelte uddannelsesinstitutioner at fastlægge adgangskrav og sikre et stadigt højere niveau gennem hele uddannelsesforløbet .	det er en klar følge af den ny styrelseslov at det nu er overladt til de enkelte uddannelsesinstitutioner at fastlægge adgangskrav og sikre et stadigt højere niveau gennem hele uddannelsesforløbet	det er en klar følge af den ny styrelseslov at det nu er til overladt de enkelte uddannelsesinstitutioner fastlægge at adgangskrav og sikre et stadigt højere niveau gennem hele uddannelsesforløbet	O C O O O O O O O O O O C O F O O O F O O O C O O O O O O O	det en klar følge af den overladt ny sikre styrelseslov at det nu er til de er enkelte uddannelsesinstitutioner at fastlægge adgangskrav og et stadigt højere niveau gennem hele uddannelsesforløbet	O O O O O O F O F O O O O C O O F O O O C O O O O O O O O O
3568	Udstyret bestod af en jernkniv i læderskede og med sølvtrådsomviklet træskaft ( allerede det tyder på , at gravejeren har været lidt ud over det almindelige ) , en hvæssesten , forskellige andre småting og - som antydet i indledningen - en stor ubestemmelig rustklump .	udstyret bestod af en jernkniv i læderskede og med sølvtrådsomviklet træskaft allerede det tyder på at gravejeren har været lidt ud over det almindelige en hvæssesten forskellige andre småting og som antydet i indledningen en stor ubestemmelig rustklump	udstyret bestod af en jernkniv i læderskede og med sølvtrådsomviklet træskaft allerede det på tyder at har gravejeren været lidt ud over det almindelige en hvæssesten forskellige andre småting og som antydet i indledningen en stor ubestemmelig rustklump	O C O O O O O O O O O O O O F O F O C O O O O O O O O O O O O C O O O O O O	udstyret bestod af en jernkniv i læderskede og med sølvtrådsomviklet træskaft allerede det har på at gravejeren lidt ud over det almindelige en hvæssesten forskellige andre småting tyder været og som antydet i indledningen en stor ubestemmelig rustklump	O C O O O O O O O O O O O F O O O O O O O O O O O O O F F O O C O O O O O O
3569	Marco van Basten , af mange udråbt til verdens bedste og mest komplette angriber , ved , hvad der venter .	marco van basten af mange udråbt til verdens bedste og mest komplette angriber ved hvad der venter	marco van basten af mange til udråbt verdens bedste og mest komplette ved angriber hvad der venter	O O O O O O F O O O O O F O O O C	marco van basten af mange udråbt til verdens bedste og mest ved komplette angriber hvad der venter	O O O O O C O O O O O F O O O O C
3570	Vi indgår nu også selv som kontaktskole i netværket .	vi indgår nu også selv som kontaktskole i netværket	vi indgår nu også selv som kontaktskole i netværket	O C O O O O O O O	vi nu også selv som indgår kontaktskole i netværket	O O O O O F O O O
3571	Den fratrådte bestyrelse er utilfreds med foreningens administration af penge til kræftforskning og mangel på samarbejde med forskere uden for foreningen .	den fratrådte bestyrelse er utilfreds med foreningens administration af penge til kræftforskning og mangel på samarbejde med forskere uden for foreningen	den er fratrådte bestyrelse utilfreds med foreningens administration af penge til kræftforskning og mangel på samarbejde med forskere uden for foreningen	O F F O O O O O O O O O O O O O O O O O O	den bestyrelse er utilfreds med foreningens administration af penge til kræftforskning og mangel på samarbejde med fratrådte forskere uden for foreningen	O O C O O O O O O O O O O O O O F O O O O
3572	De nye virksomheder skal især placeres i området syd for Bella Centret , hvor der åbnes for en meget intens bebyggelse .	de nye virksomheder skal især placeres i området syd for bella centret hvor der åbnes for en meget intens bebyggelse	de nye virksomheder skal især placeres i området syd for bella centret hvor der for åbnes en meget intens bebyggelse	O O O C O C O O O O O O O O O F O O O O	de nye virksomheder især placeres i området syd for bella skal åbnes centret hvor der for en meget intens bebyggelse	O O O O C O O O O O F F O O O O O O O O
3573	Selve rammen om disse udsendelser - med advokater og vidner for og imod i et stramt tidsskema - er aldeles uegnet til behandling af spørgsmål af denne bredde og dybde .	selve rammen om disse udsendelser med advokater og vidner for og imod i et stramt tidsskema er aldeles uegnet til behandling af spørgsmål af denne bredde og dybde	selve rammen om disse udsendelser med advokater og vidner for og imod i et stramt er tidsskema aldeles uegnet til behandling af spørgsmål af denne bredde og dybde	O O O O O O O O O O O O O O O F O O O O O O O O O O O O	selve rammen om disse udsendelser med advokater og vidner for og imod i et stramt tidsskema aldeles uegnet til er behandling af spørgsmål af denne bredde og dybde	O O O O O O O O O O O O O O O O O O O F O O O O O O O O
3574	I de vesteuropæiske samfund er det trådt i baggrunden .	i de vesteuropæiske samfund er det trådt i baggrunden	i de vesteuropæiske samfund er det trådt i baggrunden	O O O O C O C O O	i de vesteuropæiske samfund er trådt det i baggrunden	O O O O C F O O O
