idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
2665	Ársfundur Sjúkrahússins á Akureyri var haldinn í dag og var ný ársskýrsla kynnt .	ársfundur sjúkrahússins á akureyri var haldinn í dag og var ný ársskýrsla kynnt	O O O O C C O O O C O O C	ársfundur sjúkrahússins á akureyri var í dag og haldinn var kynnt ný ársskýrsla	O O O O C O O O F C F O O
2666	Finnur þú fyrir því að fólk er að sækjast meira í þetta nám ?	finnur þú fyrir því að fólk er að sækjast meira í þetta nám	C O O O O O C O C O O O O	þú finnur fyrir því að fólk er að sækjast meira í þetta nám	O F O O O O C O C O O O O
2667	Dregið var í 8 — liða úrslit Borgunarbikars karla í hádeginu í dag .	dregið var í 8 — liða úrslit borgunarbikars karla í hádeginu í dag	C C O O O O O O O O O O O	dregið í 8 — liða úrslit borgunarbikars var karla í hádeginu í dag	C O O O O O O F O O O O O
2668	Allt hráefni sem þeir vinna með er hreint hráefni og unnið frá grunni .	allt hráefni sem þeir vinna með er hreint hráefni og unnið frá grunni	O O C O O O O O O O O C O	allt hráefni er hreint hráefni og unnið frá grunni sem þeir vinna með	O O C O O O O O O O O C O
2669	Þingkonan , Laetitia Avia , hefur lagt fram kæru hjá lögreglunni í París .	þingkonan laetitia avia hefur lagt fram kæru hjá lögreglunni í parís	O O O C C O O O O O O	þingkonan laetitia avia hefur fram kæru hjá lögreglunni í parís lagt	O O O C O O O O O O F
2670	Gjaldskýli eins og við Hvalfjarðargöng verða ekki sett upp til að innheimta veggjöldin .	gjaldskýli eins og við hvalfjarðargöng verða ekki sett upp til að innheimta veggjöldin	O O O O O C O C O O O C O	gjaldskýli eins og við hvalfjarðargöng sett verða ekki upp til innheimta að veggjöldin	O O O O O F F O O O F O O
2671	Ég er góður sem læknir og borgarstjóri en er alls enginn tónlistarmaður .	ég er góður sem læknir og borgarstjóri en er alls enginn tónlistarmaður	O C O O O O O O C O O O	ég er góður sem læknir og borgarstjóri en er alls enginn tónlistarmaður	O C O O O O O O C O O O
2672	Í yfirlýsingu sem hann sendi The New York Times biðst hann afsökunar á þessari hegðun og segist hafa reynt að bæta ráð sitt , þó svo að hann eigi langt í land .	í yfirlýsingu sem hann sendi the new york times biðst hann afsökunar á þessari hegðun og segist hafa reynt að bæta ráð sitt þó svo að hann eigi langt í land	O O C O O O O O O O O C O O O O C C C O C O O O O O O C O O O	í yfirlýsingu hann afsökunar á þessari hegðun og biðst sendi sem hann the new york times segist hafa reynt að bæta ráð sitt eigi þó svo að hann langt í land	O O O O O O O O F F O O O O O O C C C O C O O F O O O O O O O
2673	Það sé vísvitandi tilgangur ísraelskra stjórnvalda að viðhalda landtökubyggðunum í trássi við alþjóðalög til að koma í veg fyrir tveggja ríkja lausn sem fælist í stofnun sjálfstæðs ríkis Palestínu .	það sé vísvitandi tilgangur ísraelskra stjórnvalda að viðhalda landtökubyggðunum í trássi við alþjóðalög til að koma í veg fyrir tveggja ríkja lausn sem fælist í stofnun sjálfstæðs ríkis palestínu	O C O O O O O C O O O O O O O C O O O O O O O C O O O O O	það sé vísvitandi tilgangur ísraelskra stjórnvalda að landtökubyggðunum í trássi viðhalda við alþjóðalög til að koma í veg fyrir tveggja ríkja lausn sem fælist í stofnun sjálfstæðs ríkis palestínu	O C O O O O O O O O F O O O O C O O O O O O O C O O O O O
2674	Samkvæmt lögunum er veitt leyfi til að frelsissvipta og lögræðissvipta fólk á grundvelli geðsjúkdóms en það er ekki takmarkað við það ef fólk er hættulegt sjálfu sér eða öðrum .	samkvæmt lögunum er veitt leyfi til að frelsissvipta og lögræðissvipta fólk á grundvelli geðsjúkdóms en það er ekki takmarkað við það ef fólk er hættulegt sjálfu sér eða öðrum	O O C C O O O O C O C O O O O O C O C O O O O C O O O O O	samkvæmt lögunum er veitt leyfi en til að frelsissvipta og fólk á grundvelli geðsjúkdóms lögræðissvipta það takmarkað ekki við það ef fólk er hættulegt sjálfu sér eða er öðrum	O O C C O O O O C O O O O O F O F O O O O O F O O O O F O
2675	Það eru engar sérstakar eignir sem hafa fundist í búinu og óvíst hvort það komi eitthvað upp í úthlutun til þeirra krafna sem var lýst , segir Haukur Örn .	það eru engar sérstakar eignir sem hafa fundist í búinu og óvíst hvort það komi eitthvað upp í úthlutun til þeirra krafna sem var lýst segir haukur örn	O C O O O O O O C C O O O O C O O O O O O O O C C C O O	það engar sérstakar eignir og óvíst eru hafa sem fundist í búinu hvort það eitthvað upp í úthlutun komi til þeirra krafna sem var lýst segir haukur örn	O O O O O O F F O C O O O O O O O O F O O O O C C C O O
2676	Börnin hafa ekki eins sterka rödd til þess að berjast fyrir eigin réttindum svo það þurfum við sem eldri erum að gera fyrir þau , segir Ásmundur .	börnin hafa ekki eins sterka rödd til þess að berjast fyrir eigin réttindum svo það þurfum við sem eldri erum að gera fyrir þau segir ásmundur	O C O O O O O O O C O O O O O C O O O C O C O O C O	börnin ekki hafa eins sterka rödd til þess að fyrir eigin réttindum berjast svo það þurfum við sem eldri erum að fyrir gera þau ásmundur segir	O O F O O O O O O O O O F O O C O O O C O O F O O F
2677	Við vorum að spila alltof hægt í sóknarleiknum framan af leik og byrjuðum leikinn illa en eftir 15 mínútur þá vorum við búnir að ná stjórn á leiknum .	við vorum að spila alltof hægt í sóknarleiknum framan af leik og byrjuðum leikinn illa en eftir 15 mínútur þá vorum við búnir að ná stjórn á leiknum	O C O O O C O O O O O O O C O O O O O O C O C O C O O O	við vorum og en að alltof hægt í sóknarleiknum framan af leik spila byrjuðum leikinn illa eftir 15 mínútur þá búnir vorum við að stjórn ná á leiknum	O C O O O O O O O O O O F C O O O O O O F F O O O F O O
2678	Bröndby er með 60 stig á toppi deildarinnar , jafn mörg stig og FC Midtjylland sem er í öðru sætinu vegna lakari markahlutfalls , Hobro er í sjöunda sæti deildarinnar .	bröndby er með 60 stig á toppi deildarinnar jafn mörg stig og fc midtjylland sem er í öðru sætinu vegna lakari markahlutfalls hobro er í sjöunda sæti deildarinnar	O C O O O O O O O O O O O O O C O O O O O O O C O O O O	bröndby með 60 stig er á toppi deildarinnar jafn mörg stig og fc midtjylland sem er í öðru sætinu vegna lakari markahlutfalls hobro í sjöunda sæti er deildarinnar	O O O O F O O O O O O O O O O C O O O O O O O O O O F O
2679	Þar sem að skuldabréfin , sem við í Kaupþingi ásamt viðskiptafélögum okkur höfðum keypt , voru skuldsett og höfðu nú lækkað í verði var aðeins um tvennt að ræða .	þar sem að skuldabréfin sem við í kaupþingi ásamt viðskiptafélögum okkur höfðum keypt voru skuldsett og höfðu nú lækkað í verði var aðeins um tvennt að ræða	O O O O C C O O O O O O O O C C C O C O O C O O O O C	þar sem að skuldabréfin skuldsett og voru sem við í kaupþingi ásamt viðskiptafélögum okkur höfðum keypt nú höfðu lækkað í verði var aðeins um tvennt ræða að	O O O O F O F O O O O O O O C C O F C O O C O O O F O
2680	Fjöldi íbúa Norðurlanda sem er fæddur utan lands er orðinn svipaður og vestra : 12% í Danmörku , 14% á Íslandi , 15% í Noregi og 18% í Svíþjóð .	fjöldi íbúa norðurlanda sem er fæddur utan lands er orðinn svipaður og vestra 12% í danmörku 14% á íslandi 15% í noregi og 18% í svíþjóð	O O O C O O O O O O O O O O O O O O O O O C C O O C	fjöldi íbúa norðurlanda svipaður og vestra er 12% í danmörku 14% á íslandi 15% í noregi og 18% í svíþjóð sem er fæddur utan lands orðinn	O O O O O O F O O O O O O O O O O O O O O C C O O C
2681	Þetta snýst um að það er verið að bregðast við áskorunum á orkumörkuðum sem að tengjast markmiðum ESB að auka , og á endanum nýta eingöngu , hreina orkugjafa .	þetta snýst um að það er verið að bregðast við áskorunum á orkumörkuðum sem að tengjast markmiðum esb að auka og á endanum nýta eingöngu hreina orkugjafa	O C O O O C C O C O O O O O O C O O O C O O O O O O C	þetta snýst um að verið það er að bregðast við áskorunum á orkumörkuðum sem að tengjast markmiðum esb að auka og á endanum eingöngu hreina orkugjafa nýta	O C O O F O F O C O O O O O O C O O O C O O O O O O C
2682	Það eru t.d. krakkar greiningar eins og ADHD , lesblindu , einhvers staðar á einhverfurófinu , þessir krakkar ná bara að blómstra í þessu umhverfi , í tækninni , segir Rakel .	það eru t.d. krakkar greiningar eins og adhd lesblindu einhvers staðar á einhverfurófinu þessir krakkar ná bara að blómstra í þessu umhverfi í tækninni segir rakel	O C O O O O O O O O O O O O O C O O C O O O O O C O	það t.d. eru krakkar greiningar eins og adhd lesblindu einhvers staðar á einhverfurófinu þessir krakkar bara ná að í þessu umhverfi í tækninni blómstra rakel segir	O O F O O O O O O O O O O O O O F O O O O O O F O F
2683	Það hefur hins vegar ekki verið sannað og líkurnar á að fá salmonellu eru töluvert meiri en að þú vaknir eins og 7 ára krakki daginn eftir að hafa fylgt þessu ráði .	það hefur hins vegar ekki verið sannað og líkurnar á að fá salmonellu eru töluvert meiri en að þú vaknir eins og 7 ára krakki daginn eftir að hafa fylgt þessu ráði	O C O O O C C O O C O O O O O C O O O C O O O O O O O O C C O O	það hins vegar hefur ekki sannað verið og líkurnar töluvert meiri eru en á að fá salmonellu að þú vaknir eins og 7 ára krakki daginn eftir að hafa fylgt þessu ráði	O O O F O F F O O O O F O O O C O O O C O O O O O O O O C C O O
2684	Þá , rétt eins og bak við stýrið á GTC 4 , gat ég ekki fundið neina galla til að kvarta yfir — en samt var eins og neistinn vildi ekki kvikna .	þá rétt eins og bak við stýrið á gtc 4 gat ég ekki fundið neina galla til að kvarta yfir — en samt var eins og neistinn vildi ekki kvikna	O O O O O O O O O O O O C O C O O C O O O O C O O O O C O C	þá rétt eins og var bak við stýrið á gtc 4 en samt eins ég ekki fundið gat neina galla til að kvarta yfir — og neistinn vildi ekki kvikna	O O O O F O O O O O O O O O O O F F O O O O C O O O O C O C
2685	Ástæðan fyrir banninu er sú að forfat er talið hafa slæm áhrif á heilsu en rannsóknir frá árinu 2012 gefa til kynna að tenging sé milli notkunar fosfats í matvælaframleiðslu og hjartasjúkdóma .	ástæðan fyrir banninu er sú að forfat er talið hafa slæm áhrif á heilsu en rannsóknir frá árinu 2012 gefa til kynna að tenging sé milli notkunar fosfats í matvælaframleiðslu og hjartasjúkdóma	O O O C O O O C O O C O O O O O O O O C O O O O C O O O O O O O	ástæðan fyrir banninu sú að er forfat talið er en hafa slæm áhrif á heilsu gefa rannsóknir frá árinu 2012 til kynna að tenging sé milli notkunar fosfats í matvælaframleiðslu og hjartasjúkdóma	O O O O O F O O F O C O O O O F O O O O O O O O C O O O O O O O
2686	Guðmundur fullyrti í vitnisburði sínum fyrir Héraðsdómi Reykjavíkur , þegar hann var kallaður fyrir rannsóknarnefndina , að þær upplýsingar sem veittar voru um aðkomu Hauck Aufhäuser að kaupunum hefðu verið réttar .	guðmundur fullyrti í vitnisburði sínum fyrir héraðsdómi reykjavíkur þegar hann var kallaður fyrir rannsóknarnefndina að þær upplýsingar sem veittar voru um aðkomu hauck aufhäuser að kaupunum hefðu verið réttar	O C O O O O O O O O C C O O O O O C C C O C C O O O O O O	guðmundur fullyrti í vitnisburði sínum fyrir héraðsdómi reykjavíkur þegar hann var fyrir rannsóknarnefndina kallaður réttar hefðu verið að þær upplýsingar sem veittar voru um aðkomu hauck aufhäuser að kaupunum	O C O O O O O O O O C O O F F F F O O O O C C O O O O O O
2687	Assad forseti hefur ítrekað hafnað kröfum um að fara frá völdum og hefur BBC eftir Faisal Mekdad , varautanríkisráðherra , að fráleitt sé að krefjast þess að réttkjörinn leiðtogi víki úr embætti .	assad forseti hefur ítrekað hafnað kröfum um að fara frá völdum og hefur bbc eftir faisal mekdad varautanríkisráðherra að fráleitt sé að krefjast þess að réttkjörinn leiðtogi víki úr embætti	O O C O C O O O O C O O C O O O O O O O C O C O O O O C O O	assad forseti ítrekað hefur kröfum hafnað og um að fara frá völdum hefur bbc eftir faisal mekdad varautanríkisráðherra sé að fráleitt að krefjast þess víki að réttkjörinn leiðtogi úr embætti	O O O F O F O O O C O O C O O O O O F O O O C O F O O O O O
2688	Eftir það fór ég svolítið að hugsa út í þetta , ég var þá ekki nógu meðvitaður um þetta og hafði ekki ákveðið hvaða afstöðu ég hefði til auglýsinga á Snapchat .	eftir það fór ég svolítið að hugsa út í þetta ég var þá ekki nógu meðvitaður um þetta og hafði ekki ákveðið hvaða afstöðu ég hefði til auglýsinga á snapchat	O O C O O O C O O O O O O O O C O O O C O C O O O C O O O O	eftir það fór ég svolítið ég var þá ekki nógu meðvitaður um þetta og að út í þetta hugsa hafði ekki ákveðið hvaða afstöðu ég til auglýsinga á snapchat hefði	O O C O O O C O O O O O O O O O O O F C O C O O O O O O O F
2689	Því er um eldri upplýsingar að ræða en t.d. þær sem hægt var að lesa um í síðasta Tekjublaðið Frjálsrar verslunar , en ítarlegri þar sem þær sýna hvernig tekjur viðkomandi hafði .	því er um eldri upplýsingar að ræða en t.d. þær sem hægt var að lesa um í síðasta tekjublaðið frjálsrar verslunar en ítarlegri þar sem þær sýna hvernig tekjur viðkomandi hafði	O C O O O O C O O O O O O O O C O C O O O O O O O O C O O O C	því um eldri upplýsingar er að en t.d. þær en ræða ítarlegri þar sem hægt var að lesa um í síðasta tekjublaðið frjálsrar verslunar sem þær hvernig tekjur viðkomandi sýna hafði	O O O O F O O O O O F O O O O C O C O O O O O O O O O O O F C
2690	Ég hafði frestað því af því ég vissi að ég myndi vilja gera breytingar eftir að hafa horft á myndina og var ekki tilbúin til þess , segir Þórdís Ólöf .	ég hafði frestað því af því ég vissi að ég myndi vilja gera breytingar eftir að hafa horft á myndina og var ekki tilbúin til þess segir þórdís ólöf	O C C O O O O C O O C O O C O O O O C C O O C C O O C O O	ég hafði frestað því af vissi því ég að ég breytingar var og ekki tilbúin gera til þess myndi vilja eftir að horft hafa á myndina segir þórdís ólöf	O C C O O F O O O O O F O O O F O O C C O O F F O O C O O
2691	Allt leit út fyrr kærkominn sigur heimamanna í fallbaráttunni en Pape Mamadou Faye kom í veg fyrir það á 85. mínútu með ágætu marki eftir að hafa komið inn á sem varamaður .	allt leit út fyrr kærkominn sigur heimamanna í fallbaráttunni en pape mamadou faye kom í veg fyrir það á 85. mínútu með ágætu marki eftir að hafa komið inn á sem varamaður	O C O O O O O O O O O O O C O O O O O O O O O O O O C O O O O C	allt leit út fyrr kærkominn sigur heimamanna í fallbaráttunni en pape mamadou kom faye í veg fyrir það á 85. mínútu með ágætu marki eftir að inn á sem varamaður hafa komið	O C O O O O O O O O O O F O O O O O O O O O O O O O O O O O F C
2692	Kennaranemar læra að kenna eftir hljóðaaðferðinni — stafur — hljóð .	kennaranemar læra að kenna eftir hljóðaaðferðinni — stafur — hljóð	O C O C O O O O O O	kennaranemar læra að eftir hljóðaaðferðinni — kenna stafur — hljóð	O C O O O O F O O O
2693	Hægari vindur um landið suðvestanvert og léttir til með deginum .	hægari vindur um landið suðvestanvert og léttir til með deginum	O O O O O O C O O O	hægari vindur léttir um landið suðvestanvert og til með deginum	O O F O O O O O O O
2694	Best náði liðið 15. sæti á Silverstone brautinni árið 2017 .	best náði liðið 15. sæti á silverstone brautinni árið 2017	O C O O O O O O O O	best liðið 15. sæti á silverstone brautinni árið náði 2017	O O O O O O O O F O
2695	Venjulega fjölgar umsóknum snemma á haustin en svo hægist um .	venjulega fjölgar umsóknum snemma á haustin en svo hægist um	O C O O O O O O C O	venjulega fjölgar umsóknum snemma á haustin en svo hægist um	O C O O O O O O C O
2696	Ellefu ferðamenn til viðbótar slösuðust , svo og egypskur rútubílstjóri .	ellefu ferðamenn til viðbótar slösuðust svo og egypskur rútubílstjóri	O O O O C O O O O	ellefu ferðamenn til viðbótar slösuðust svo og egypskur rútubílstjóri	O O O O C O O O O
2697	Hann var kominn til þess að horfa á Dwyane Wade .	hann var kominn til þess að horfa á dwyane wade	O C C O O O C O O O	hann var kominn til þess að á horfa dwyane wade	O C C O O O O F O O
2698	Tungumálakunnátta auk íslensku er að lágmarki enska og eitt Norðurlandamál .	tungumálakunnátta auk íslensku er að lágmarki enska og eitt norðurlandamál	O O O C O O O O O O	tungumálakunnátta auk íslensku að lágmarki enska og eitt norðurlandamál er	O O O O O O O O O F
2699	Gögn notuð til að hafa áhrif á Brexit og kjör Trumps	gögn notuð til að hafa áhrif á brexit og kjör trumps	O O O C O O O O O O C	gögn til að áhrif á brexit hafa og kjör trumps notuð	O O O O O O F O O O C
2700	Má þar nefna áherslur í umhverfismálum , mannréttindi og jafnrétti .	má þar nefna áherslur í umhverfismálum mannréttindi og jafnrétti	C O C O O O O O O	má þar áherslur í umhverfismálum mannréttindi og nefna jafnrétti	C O O O O O O F O
2701	7% ferða eru farnar á reiðhjóli og 4% með strætisvögnum .	7% ferða eru farnar á reiðhjóli og 4% með strætisvögnum	O O C C O O O O O O	7% ferða farnar á reiðhjóli og 4% með strætisvögnum eru	O O F O O O O O O F
2702	Sjálfkeyrandi bílar Uber eru alltaf með ökumann sem getur tekið yfir stjórnina hvenær sem er .	sjálfkeyrandi bílar uber eru alltaf með ökumann sem getur tekið yfir stjórnina hvenær sem er	O O O C O O O O C C O O O O C	sjálfkeyrandi bílar uber alltaf með ökumann eru sem getur tekið yfir stjórnina hvenær sem er	O O O O O O F O C C O O O O C
2703	Leikkonan Charlotte Riley hefur lagt sitt af mörkum til að auðvelda foreldrum í kvikmyndaiðnaðinum lífið .	leikkonan charlotte riley hefur lagt sitt af mörkum til að auðvelda foreldrum í kvikmyndaiðnaðinum lífið	O O O C C O O O O O C O O O O	leikkonan charlotte riley lagt sitt af mörkum hefur til að foreldrum auðvelda í kvikmyndaiðnaðinum lífið	O O O F O O O F O O O F O O O
2704	Ullah var með dvalarleyfi í Bandaríkjunum , en hann kom til landsins með foreldrum sínum .	ullah var með dvalarleyfi í bandaríkjunum en hann kom til landsins með foreldrum sínum	O C O O O O O O C O O O O O	ullah var með dvalarleyfi í bandaríkjunum en hann til landsins með foreldrum sínum kom	O C O O O O O O O O O O O F
2705	Við lögðum af stað frá skálanum í Kerlingarfjöllum , þar sem við sváfum um nóttina .	við lögðum af stað frá skálanum í kerlingarfjöllum þar sem við sváfum um nóttina	O C O O O O O O O O O C O O	við lögðum af stað frá skálanum í kerlingarfjöllum þar sem við sváfum um nóttina	O C O O O O O O O O O C O O
2706	Þar var hann spurður út í fjarvistir sínar á Alþingi og gekk út úr viðtalinu .	þar var hann spurður út í fjarvistir sínar á alþingi og gekk út úr viðtalinu	O C O C O O O O O O O C O O O	þar hann spurður út í fjarvistir sínar á alþingi og var gekk út úr viðtalinu	O O F O O O O O O O F C O O O
2707	Í lögum er vísað til þess sem gengur og gerist í þessum efnum .	í lögum er vísað til þess sem gengur og gerist í þessum efnum	O O C C O O O C O C O O O	í lögum er vísað til þess sem gengur gerist og í þessum efnum	O O C C O O O C F O O O O
2708	Uppstillingarnefnd , kjörin af fulltrúaráði flokksins , velur síðan fulltrúa í önnur sæti á lista .	uppstillingarnefnd kjörin af fulltrúaráði flokksins velur síðan fulltrúa í önnur sæti á lista	O C O O O O O O O C O O O	uppstillingarnefnd síðan fulltrúa í önnur sæti á lista velur af fulltrúaráði kjörin flokksins	O O O O O O O O F O O F O
2709	Hann telur ekki að stjórnarsáttmálinn setji laxeldi á vestfjörðum , eða austfjörðum , í uppnám :	hann telur ekki að stjórnarsáttmálinn setji laxeldi á vestfjörðum eða austfjörðum í uppnám	O C O O O C O O O O O O O	hann telur ekki að stjórnarsáttmálinn setji laxeldi á vestfjörðum eða austfjörðum í uppnám	O C O O O C O O O O O O O
2710	Leikstjóri myndarinnar , framleiðendur og höfundur tónlistarinnar voru meðal þeirra sem tóku þátt í hátíðarhöldunum .	leikstjóri myndarinnar framleiðendur og höfundur tónlistarinnar voru meðal þeirra sem tóku þátt í hátíðarhöldunum	O O O O O O C O O O C O O O	leikstjóri myndarinnar framleiðendur og höfundur tónlistarinnar meðal þeirra voru sem tóku þátt í hátíðarhöldunum	O O O O O O O O F O C O O O
2711	Hann fylgdi þá eftir sinni eigin vítaspyrnu sem Simone Scuffet , markvörður Udinese , varði .	hann fylgdi þá eftir sinni eigin vítaspyrnu sem simone scuffet markvörður udinese varði	O C O O O O O O O O O O C	hann þá fylgdi eftir sinni eigin vítaspyrnu sem varði simone scuffet markvörður udinese	O O F O O O O O F O O O O
2712	Samfylkingin er stærsti flokkurinn í borgarstjórn Reykjavíkur en meirihlutinn er fallinn samkvæmt úrslitum borgarstjórnarkosninga í Reykjavík .	samfylkingin er stærsti flokkurinn í borgarstjórn reykjavíkur en meirihlutinn er fallinn samkvæmt úrslitum borgarstjórnarkosninga í reykjavík	O C O O O O O O O C C O O O O O	samfylkingin stærsti flokkurinn í borgarstjórn reykjavíkur en er meirihlutinn er fallinn samkvæmt úrslitum borgarstjórnarkosninga í reykjavík	O O O O O O O F O C C O O O O O
2713	Landssambandið hefur hins vegar ekki enn rætt málið við Isavia , en það verður gert í vikunni .	landssambandið hefur hins vegar ekki enn rætt málið við isavia en það verður gert í vikunni	O C O O O O C O O O O O C O O C	landssambandið hefur hins vegar rætt ekki enn málið við isavia en það í vikunni gert verður	O C O O F O O O O O O O O O F C
2714	Mataxas var klæddur í skothelt vesti þegar hann gekk inn í dómhúsið í morgun í fylgd lögreglu .	mataxas var klæddur í skothelt vesti þegar hann gekk inn í dómhúsið í morgun í fylgd lögreglu	O C C O O O O O C O O O O O O O O	mataxas var klæddur í skothelt vesti þegar hann inn í dómhúsið gekk í morgun í fylgd lögreglu	O C C O O O O O O O O F O O O O O
2715	HK og ÍR geta bæði komist yfir Leikni með sigrum í sínum leikjum í þessari umferð .	hk og ír geta bæði komist yfir leikni með sigrum í sínum leikjum í þessari umferð	O O O C O C O O O O O O O O O O	hk og ír bæði yfir leikni með sigrum í sínum leikjum geta í þessari umferð komist	O O O O O O O O O O O F O O O F
2716	Ég skil ekki alveg þá hundalógik en vil eins og þeir að hún eigi alls ekki neitt .	ég skil ekki alveg þá hundalógik en vil eins og þeir að hún eigi alls ekki neitt	O C O O O O O C O O O O O C O O O	ég ekki alveg þá hundalógik skil en vil eins og þeir að hún alls ekki eigi neitt	O O O O O F O C O O O O O O O F O
2717	Á Vogi er starfrækt unglingadeild , sem ætluð er ungmennum á aldrinum 16 til 20 ára .	á vogi er starfrækt unglingadeild sem ætluð er ungmennum á aldrinum 16 til 20 ára	O O C C O O C O O O O O O O C	á vogi er starfrækt unglingadeild sem ungmennum á aldrinum 16 til 20 ára er ætluð	O O C C O O O O O O O O O F C
2718	Í vel heppnuðum sambandsslitum myndir þú ekki hlusta á lögin sem minna þig á fyrrverandi elskhugann .	í vel heppnuðum sambandsslitum myndir þú ekki hlusta á lögin sem minna þig á fyrrverandi elskhugann	O O O O C O O C O O O C O O O O	í vel heppnuðum sambandsslitum myndir þú ekki hlusta á lögin sem þig minna á fyrrverandi elskhugann	O O O O C O O C O O O O F O O O
2719	Þrjú mikilvægustu skrefin sem þarf að hafa í huga til að koma á framtíðarfyrirkomulagi eru þessi .	þrjú mikilvægustu skrefin sem þarf að hafa í huga til að koma á framtíðarfyrirkomulagi eru þessi	O O O C O O C O C O O O O C O O	þrjú mikilvægustu skrefin þessi eru sem þarf að hafa í huga til að koma á framtíðarfyrirkomulagi	O O O O F O C O C O O O O C O O
2720	Ítalskir kjósendur verða öskureiðir yfir að kerfið sé að koma í veg fyrir nýja ráðherra .	ítalskir kjósendur verða öskureiðir yfir að kerfið sé að koma í veg fyrir nýja ráðherra	O O O O O C O C O C O O O O O	ítalskir kjósendur öskureiðir yfir að verða kerfið sé að í veg fyrir nýja ráðherra koma	O O O O O C O C O O O O O O F
2721	Hann er á því að Gylfi sé á leið með að verða sá besti frá upphafi .	hann er á því að gylfi sé á leið með að verða sá besti frá upphafi	O C O O O O C O O O O O O O O C	hann á því er að sé gylfi á leið með að sá besti frá upphafi verða	O O O F O F O O O O O O O O O C
2722	Besti tími Ingibjargar í greininni er 27,42 sekúndur en Íslandsmetið er 27,40 .	besti tími ingibjargar í greininni er 27,42 sekúndur en íslandsmetið er 27,40	O O O O O C O O O O C O	besti tími ingibjargar í greininni 27,42 sekúndur en er íslandsmetið 27,40 er	O O O O O O O O F O O F
2723	Mér fannst ég einfaldlega ekki hafa rétt á því að líða illa .	mér fannst ég einfaldlega ekki hafa rétt á því að líða illa	O C O O O C O O O O C O	mér fannst ég hafa einfaldlega ekki rétt á því að illa líða	O C O F O O O O O O O F
2724	Margir voru ekki að fylla plássin fyrr en í nóvember , desember .	margir voru ekki að fylla plássin fyrr en í nóvember desember	O C O O C O O O O O O	margir voru ekki að plássin fyrr fylla en í nóvember desember	O C O O O O F O O O O
2725	Demi Lovato segist edrú og þakklát fyrir að vera á lífi	demi lovato segist edrú og þakklát fyrir að vera á lífi	O O O O O O O C O O C	demi lovato edrú og þakklát vera fyrir að á lífi segist	O O O O O F O O O O C
2726	Í morgun hófst skjálftahrina austan við Fagradalsfjall á Reykjanesskaga og stendur enn .	í morgun hófst skjálftahrina austan við fagradalsfjall á reykjanesskaga og stendur enn	O O C O O O O O O O C O	í morgun hófst skjálftahrina austan við fagradalsfjall á reykjanesskaga og stendur enn	O O C O O O O O O O C O
2727	Þá mætir Þýskaland Tékklandi en ennþá er allt undir hjá báðum liðum .	þá mætir þýskaland tékklandi en ennþá er allt undir hjá báðum liðum	O C O O O O C O O O O O	þá mætir þýskaland er tékklandi en ennþá allt undir hjá báðum liðum	O C O F O O O O O O O O
2728	Rúmlega 1100 háskólamenntaðir voru atvinnulausir í janúar ef marka má skrá Vinnumálastofnunar .	rúmlega 1100 háskólamenntaðir voru atvinnulausir í janúar ef marka má skrá vinnumálastofnunar	O O O C O O O O C C O O	rúmlega 1100 voru háskólamenntaðir atvinnulausir í janúar má marka ef skrá vinnumálastofnunar	O O F O O O O F C O O O
2729	En finnst Þór að það sé kannski franskur keimur á hans ljóðagerð ?	en finnst þór að það sé kannski franskur keimur á hans ljóðagerð	O C O O O C O O O O O O	en finnst þór að það kannski franskur keimur sé á hans ljóðagerð	O C O O O O O O F O O O
2730	Robert Wilson er án efa einn áhrifamesti framúrstefnu leikshúsmaður og listamaður samtímans .	robert wilson er án efa einn áhrifamesti framúrstefnu leikshúsmaður og listamaður samtímans	O O C O O O O O O O O O	robert wilson án efa einn er áhrifamesti framúrstefnu leikshúsmaður og listamaður samtímans	O O O O O F O O O O O O
2731	Það verður þó að benda á að eigendur aflandskrónanna eru engir amatörar .	það verður þó að benda á að eigendur aflandskrónanna eru engir amatörar	O C O O C O O O O C O O	það verður þó að á benda að eigendur eru aflandskrónanna engir amatörar	O C O O O F O O F O O O
2732	Mín skoðun er að ef þau ætla að gera þá þarf að mennta fólk .	mín skoðun er að ef þau ætla að gera þá þarf að mennta fólk	O O C O O O C O C O C O C O	mín skoðun er þarf að ef þá ætla þau að gera að mennta fólk	O O C F O O O F O O C O C O
2733	Liljan stendur þarna ein á hæðinni og trónir yfir öllu eins og sannri eldlilju sæmir .	liljan stendur þarna ein á hæðinni og trónir yfir öllu eins og sannri eldlilju sæmir	O C O O O O O C O O O O O O C	liljan stendur þarna ein á hæðinni og yfir öllu trónir eins og sannri eldlilju sæmir	O C O O O O O O O F O O O O C
2734	Japönum hefur fækkað um tæpa milljón á síðustu fimm árum samkvæmt nýjum tölum frá yfirvöldum .	japönum hefur fækkað um tæpa milljón á síðustu fimm árum samkvæmt nýjum tölum frá yfirvöldum	O C C O O O O O O O O O O O O	japönum um tæpa milljón hefur á síðustu fimm árum fækkað samkvæmt nýjum tölum frá yfirvöldum	O O O O F O O O O F O O O O O
