idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2917	Og þau stilla því upp þannig að þau séu á mjög hörðum samkeppnismarkaði , séu að greiða hátt orkuverð jafnvel .	og þau stilla því upp þannig að þau séu á mjög hörðum samkeppnismarkaði séu að greiða hátt orkuverð jafnvel	og stilla þau því upp þannig að þau séu á mjög hörðum samkeppnismarkaði séu að hátt greiða orkuverð jafnvel	O F O O O O O O C O O O O C O O F O O	og þau því stilla upp þannig að þau séu á mjög hörðum séu samkeppnismarkaði að greiða hátt orkuverð jafnvel	O O O F O O O O C O O O F O O C O O O
2918	Árið 1998 setti sænska menntamálaráðuneytið fram breytingartillögu þess efnis að öll skólastig ættu að koma á kynhlutlausri námsstefnu og kennsluháttum .	árið 1998 setti sænska menntamálaráðuneytið fram breytingartillögu þess efnis að öll skólastig ættu að koma á kynhlutlausri námsstefnu og kennsluháttum	árið setti 1998 sænska menntamálaráðuneytið fram breytingartillögu þess efnis að öll skólastig ættu að koma á kynhlutlausri námsstefnu og kennsluháttum	O F O O O O O O O O O O C O C O O O O O	árið 1998 sænska menntamálaráðuneytið koma fram breytingartillögu setti þess efnis að öll skólastig ættu að á kynhlutlausri námsstefnu og kennsluháttum	O O O O F O O F O O O O O C O O O O O O
2919	Albert sagði að hinn mikli ótti við erfðablöndun milli eldislaxa og villtra laxa hérlendis eigi sér varla stoð í raunveruleikanum .	albert sagði að hinn mikli ótti við erfðablöndun milli eldislaxa og villtra laxa hérlendis eigi sér varla stoð í raunveruleikanum	albert að sagði hinn mikli ótti við erfðablöndun milli eldislaxa og villtra laxa eigi hérlendis sér varla stoð í raunveruleikanum	O O F O O O O O O O O O O F O O O O O O	albert eigi sagði að hinn mikli ótti við erfðablöndun milli eldislaxa og villtra laxa hérlendis sér varla stoð í raunveruleikanum	O F C O O O O O O O O O O O O O O O O O
2920	Plönturnar vita ekki að þær eru orðnar til í skuld og verða gróðursettar í landi þar sem vextir eru háir .	plönturnar vita ekki að þær eru orðnar til í skuld og verða gróðursettar í landi þar sem vextir eru háir	plönturnar vita ekki að þær eru til orðnar í skuld verða og gróðursettar í landi þar sem vextir eru háir	O C O O O C O F O O F O C O O O O O C O	plönturnar ekki eru að þær orðnar til í skuld og vita verða gróðursettar í landi þar eru sem vextir háir	O O F O O C O O O O F C C O O O F O O O
2921	Haukarnir skiluðu heilum 46 stigum af bekknum í kvöld , flestum frá Cedrick Bowen sem var stigahæstur með 19 stig .	haukarnir skiluðu heilum 46 stigum af bekknum í kvöld flestum frá cedrick bowen sem var stigahæstur með 19 stig	haukarnir heilum skiluðu 46 stigum af bekknum í kvöld flestum frá cedrick bowen var sem stigahæstur með 19 stig	O O F O O O O O O O O O O F O O O O O	haukarnir heilum 46 stigum af bekknum í kvöld flestum frá cedrick bowen sem var stigahæstur með 19 skiluðu stig	O O O O O O O O O O O O O C O O O F O
2922	Fyrirtækjasamsteypurnar séu í raun lykilþátttakendur í skattaskjólsiðnaði og hafi fjárhagslega hagsmuni af því að slík starfsemi fái áfram að þrífast .	fyrirtækjasamsteypurnar séu í raun lykilþátttakendur í skattaskjólsiðnaði og hafi fjárhagslega hagsmuni af því að slík starfsemi fái áfram að þrífast	fyrirtækjasamsteypurnar séu í raun lykilþátttakendur í skattaskjólsiðnaði og hafi fjárhagslega hagsmuni af því að slík starfsemi áfram fái þrífast að	O C O O O O O O C O O O O O O O O F F O	fyrirtækjasamsteypurnar séu þrífast í fái raun lykilþátttakendur í skattaskjólsiðnaði og hafi fjárhagslega hagsmuni af því að slík starfsemi áfram að	O C F O F O O O O O C O O O O O O O O O
2923	Þá er kveikt á útiseríum , kransinn settur á útidyrnar og jólatónlistin fær að læðast á fóninn inn á milli .	þá er kveikt á útiseríum kransinn settur á útidyrnar og jólatónlistin fær að læðast á fóninn inn á milli	þá er kveikt á útiseríum kransinn á settur útidyrnar og fær jólatónlistin að læðast á fóninn inn á milli	O C C O O O O F O O F O O C O O O O O	þá á útiseríum settur kransinn á útidyrnar og jólatónlistin fær að læðast er á fóninn kveikt inn á milli	O O O F O O O O O C O C F O O F O O O
2924	Við hefðum sannarlega getað komið heim með þessar eignir og nýtt okkur þær leiðir sem færar voru til þess .	við hefðum sannarlega getað komið heim með þessar eignir og nýtt okkur þær leiðir sem færar voru til þess	við hefðum sannarlega getað komið heim með þessar eignir og nýtt okkur þær leiðir sem færar voru til þess	O C O F F O O O O O C O O O O O C O O	við hefðum sannarlega getað heim með þessar eignir og okkur þær nýtt leiðir sem færar voru komið til þess	O C O C O O O O O O O F O O O C F O O
2925	Frjálslyndi-flokkurinn hafi 29 þingsæti í efri deild eftir brotthvarf Bernardis , Verkamannaflokkurinn 26 og flokkur Græningja níu þingsæti .	frjálslyndi-flokkurinn hafi 29 þingsæti í efri deild eftir brotthvarf bernardis verkamannaflokkurinn 26 og flokkur græningja níu þingsæti	frjálslyndi-flokkurinn 29 hafi þingsæti í efri deild eftir brotthvarf bernardis verkamannaflokkurinn 26 og flokkur græningja níu þingsæti	O O F O O O O O O O O O O O O O O	frjálslyndi-flokkurinn 29 hafi þingsæti í efri deild eftir brotthvarf bernardis verkamannaflokkurinn 26 og flokkur græningja níu þingsæti	O O F O O O O O O O O O O O O O O
2926	Um er að ræða hafnir sem eru mikilvægar fjáröflun ríkisstjórnarinnar en önnur ríkisstjórn í austurhluta landsins hefur nú náð völdum þar .	um er að ræða hafnir sem eru mikilvægar fjáröflun ríkisstjórnarinnar en önnur ríkisstjórn í austurhluta landsins hefur nú náð völdum þar	er um að ræða hafnir sem eru mikilvægar fjáröflun ríkisstjórnarinnar en önnur ríkisstjórn í austurhluta landsins náð hefur nú völdum þar	F O O C O O C O O O O O O O O O F F O O O	um að hafnir sem eru hefur er mikilvægar fjáröflun ríkisstjórnarinnar en önnur ríkisstjórn í austurhluta landsins ræða nú náð völdum þar	O O O O C F F O O O O O O O O O F O C O O
2927	Ég var orðinn heldur svartsýnn á þetta .	ég var orðinn heldur svartsýnn á þetta	ég var orðinn heldur svartsýnn á þetta	O C C O O O O	ég var heldur svartsýnn á orðinn þetta	O C O O O F O
2928	Já , maður er alltaf með áhyggjur .	já maður er alltaf með áhyggjur	já maður alltaf er með áhyggjur	O O O F O O	já maður alltaf er með áhyggjur	O O O F O O
2929	Svo er restin frá öðrum norrænum þjóðum .	svo er restin frá öðrum norrænum þjóðum	er svo restin frá öðrum norrænum þjóðum	F O O O O O O	svo er restin frá öðrum norrænum þjóðum	O C O O O O O
2930	Nýttir þú þér bumbuhópa eða ertu í mömmuklúbb ?	nýttir þú þér bumbuhópa eða ertu í mömmuklúbb	nýttir þú þér bumbuhópa eða ertu í mömmuklúbb	C O O O O C O O	þú þér bumbuhópa nýttir eða ertu í mömmuklúbb	O O O F O C O O
2931	Jaðar hríðarbakkans er skarpur , segir í tilkynningunni .	jaðar hríðarbakkans er skarpur segir í tilkynningunni	jaðar hríðarbakkans segir er skarpur í tilkynningunni	O O F F O O O	jaðar hríðarbakkans er skarpur í segir tilkynningunni	O O C O O F O
2932	Hann er hávaxinn , heilbrigður og mjög ljúfur strákur .	hann er hávaxinn heilbrigður og mjög ljúfur strákur	hann er hávaxinn heilbrigður og mjög ljúfur strákur	O C O O O O O O	hann er hávaxinn heilbrigður og mjög ljúfur strákur	O C O O O O O O
2933	Gengi hlutabréfa Twitter hrundi um 20 prósent í dag .	gengi hlutabréfa twitter hrundi um 20 prósent í dag	gengi hlutabréfa twitter hrundi um 20 prósent í dag	O O O C O O O O O	gengi hlutabréfa twitter um hrundi 20 prósent í dag	O O O O F O O O O
2934	Fékk Steingrímur 54 atkvæði , en fimm sögðu nei .	fékk steingrímur 54 atkvæði en fimm sögðu nei	steingrímur fékk 54 atkvæði en sögðu fimm nei	O F O O O F O O	steingrímur 54 atkvæði fékk en fimm sögðu nei	O O O F O O C O
2935	Solla og Tolli veittu dæmdum nauðgara meðmæli vegna uppreist æru	solla og tolli veittu dæmdum nauðgara meðmæli vegna uppreist æru	solla og tolli veittu dæmdum nauðgara meðmæli vegna uppreist æru	O O O C O O O O O O	solla og tolli veittu dæmdum nauðgara meðmæli vegna uppreist æru	O O O C O O O O O O
2936	Dett niður í vonbrigði að það skuli vera annar .	dett niður í vonbrigði að það skuli vera annar	dett niður í vonbrigði að það skuli vera annar	C O O O O O F F O	dett skuli niður í vonbrigði vera að það annar	C F O O O F O O O
2937	Björgunarsveitir , sjúkraflutningamenn og lögregla voru kallaðar á vettvang sem og þyrla Landhelgisgæslunnar .	björgunarsveitir sjúkraflutningamenn og lögregla voru kallaðar á vettvang sem og þyrla landhelgisgæslunnar	björgunarsveitir sjúkraflutningamenn og lögregla voru kallaðar á vettvang sem og þyrla landhelgisgæslunnar	O O O O C C O O O O O O	björgunarsveitir sjúkraflutningamenn kallaðar og lögregla voru á vettvang sem og þyrla landhelgisgæslunnar	O O F O O C O O O O O O
2938	Veðurstofan hefur gefið út appelsínugula viðvörun á Suðurlandi , Suðausturlandi og á miðhálendinu .	veðurstofan hefur gefið út appelsínugula viðvörun á suðurlandi suðausturlandi og á miðhálendinu	veðurstofan hefur gefið út appelsínugula viðvörun á suðurlandi suðausturlandi og á miðhálendinu	O F F O O O O O O O O O	veðurstofan gefið út appelsínugula viðvörun á suðurlandi suðausturlandi og hefur á miðhálendinu	O C O O O O O O O F O O
2939	Ýmislegt bendir til að hinn lýðræðislegi meirihluti hafi ekki hugsað málið til enda .	ýmislegt bendir til að hinn lýðræðislegi meirihluti hafi ekki hugsað málið til enda	ýmislegt bendir til að hinn lýðræðislegi meirihluti hafi ekki málið hugsað til enda	O C O O O O O C O O F O O	ýmislegt til að hinn lýðræðislegi meirihluti ekki bendir hugsað hafi málið til enda	O O O O O O O F C F O O O
2940	Það sem haft var eftir ráðherra kom mörgum stjórnarmönnum í opna skjöldu .	það sem haft var eftir ráðherra kom mörgum stjórnarmönnum í opna skjöldu	það haft sem var eftir ráðherra kom mörgum stjórnarmönnum í opna skjöldu	O F O C O O C O O O O O	það sem var eftir ráðherra kom mörgum stjórnarmönnum haft í opna skjöldu	O O C O O C O O F O O O
2941	Móðir stúlkunnar ræddi dóminn í héraði opinskátt í Íslandi í dag í fyrra .	móðir stúlkunnar ræddi dóminn í héraði opinskátt í íslandi í dag í fyrra	móðir stúlkunnar dóminn ræddi í héraði opinskátt í íslandi í dag í fyrra	O O O F O O O O O O O O O	móðir stúlkunnar dóminn í héraði opinskátt ræddi í íslandi í dag í fyrra	O O O O O O F O O O O O O
2942	Það eru tíu ár síðan Þuríður Harpa Sigurðardóttir lenti í alvarlegu slysi sem kollvarpaði tilverunni .	það eru tíu ár síðan þuríður harpa sigurðardóttir lenti í alvarlegu slysi sem kollvarpaði tilverunni	eru það tíu ár síðan þuríður harpa sigurðardóttir lenti í alvarlegu slysi sem kollvarpaði tilverunni	F O O O O O O O C O O O O C O	það tíu ár síðan þuríður eru harpa sigurðardóttir í alvarlegu slysi sem lenti kollvarpaði tilverunni	O O O O O F O O O O O O F C O
2943	Í dag sat Boris Johnson utanríkisráðherra fyrir svörum í þinginu um Skripal-málið .	í dag sat boris johnson utanríkisráðherra fyrir svörum í þinginu um skripal-málið	í dag boris sat johnson utanríkisráðherra fyrir svörum í þinginu um skripal-málið	O O O F O O O O O O O O	í dag boris johnson utanríkisráðherra fyrir svörum í sat þinginu um skripal-málið	O O O O O O O O F O O O
2944	Aðspurður hvort ný útgáfa sé á leiðinni segir hann dularfullur : Já ?	aðspurður hvort ný útgáfa sé á leiðinni segir hann dularfullur já	aðspurður hvort ný sé útgáfa á leiðinni segir hann dularfullur já	O O O F O O O C O O O	aðspurður hvort ný útgáfa sé segir á leiðinni hann dularfullur já	O O O O C F O O O O O
2945	Til samanburðar hafa eignatjón á síðustu 35 árum að meðaltali numið ríflega tveimur milljörðum .	til samanburðar hafa eignatjón á síðustu 35 árum að meðaltali numið ríflega tveimur milljörðum	til samanburðar hafa eignatjón á síðustu 35 árum að meðaltali ríflega numið tveimur milljörðum	O O C O O O O O O O O F O O	til numið samanburðar hafa eignatjón á síðustu 35 árum að meðaltali ríflega tveimur milljörðum	O F O C O O O O O O O O O O
2946	Náttúra Íslands er einstök og það er okkar að gæta að töfrum hennar .	náttúra íslands er einstök og það er okkar að gæta að töfrum hennar	náttúra er íslands einstök og það er okkar að gæta að töfrum hennar	O F O O O O C O O C O O O	náttúra íslands einstök og það er okkar að að töfrum gæta hennar er	O O O O O C O O O O F O F
2947	Sjá einnig : Bónorðið kom Hönnu Rún í opna skjöldu - Giftist átrúnaðargoðinu sínu : Ótrúlegt hvernig lífið er .	sjá einnig bónorðið kom hönnu rún í opna skjöldu giftist átrúnaðargoðinu sínu ótrúlegt hvernig lífið er	einnig sjá kom bónorðið hönnu rún í opna skjöldu giftist átrúnaðargoðinu sínu ótrúlegt hvernig lífið er	O F F O O O O O O C O O O O O C	einnig bónorðið hönnu rún sjá í opna skjöldu giftist átrúnaðargoðinu sínu kom ótrúlegt hvernig lífið er	O O O O F O O O C O O F O O O C
2948	Árásir voru gerðar á húsið , bæði úr orrustuþotum og með drónum , en leifar Hellfire flugskeytis fundust á vettvangi árásarinnar .	árásir voru gerðar á húsið bæði úr orrustuþotum og með drónum en leifar hellfire flugskeytis fundust á vettvangi árásarinnar	árásir voru gerðar á húsið bæði úr orrustuþotum og með drónum en leifar hellfire flugskeytis fundust á vettvangi árásarinnar	O F F O O O O O O O O O O O O C O O O	gerðar árásir voru á húsið bæði úr orrustuþotum og með drónum en leifar fundust hellfire flugskeytis á vettvangi árásarinnar	F O C O O O O O O O O O O F O O O O O
2949	Fjöldi heimilislausra í landinu hefur aukist um þriðjung á tæpum áratug frá því slík athugun var síðast gerð , árið 2009 .	fjöldi heimilislausra í landinu hefur aukist um þriðjung á tæpum áratug frá því slík athugun var síðast gerð árið 2009	fjöldi heimilislausra í landinu hefur um aukist þriðjung á tæpum áratug frá því slík var athugun síðast gerð árið 2009	O O O O C O F O O O O O O O F O O C O O	fjöldi heimilislausra í landinu hefur gerð um þriðjung á tæpum áratug frá því slík athugun var síðast árið aukist 2009	O O O O C F O O O O O O O O O C O O F O
2950	Í dag varð breyting þar á , Rosberg hins vegar missti Ricciardo fram úr sér á leiðinni út úr fyrstu beygju .	í dag varð breyting þar á rosberg hins vegar missti ricciardo fram úr sér á leiðinni út úr fyrstu beygju	í dag varð breyting þar á rosberg hins vegar ricciardo missti fram úr sér á leiðinni út úr fyrstu beygju	O O C O O O O O O O F O O O O O O O O O	í dag breyting þar á rosberg hins vegar missti ricciardo fram úr sér varð á leiðinni út úr fyrstu beygju	O O O O O O O O C O O O O F O O O O O O
2951	Þetta gerðum við strax báðir snemma í nóvember árið 2017 á þingflokksfundi , skömmu eftir að við vorum kjörin á þing .	þetta gerðum við strax báðir snemma í nóvember árið 2017 á þingflokksfundi skömmu eftir að við vorum kjörin á þing	gerðum þetta við strax báðir snemma í nóvember árið 2017 á þingflokksfundi skömmu eftir að við vorum kjörin á þing	F O O O O O O O O O O O O O O O C O O O	þetta vorum gerðum við strax báðir snemma í nóvember árið 2017 á þingflokksfundi skömmu eftir að við kjörin á þing	O F C O O O O O O O O O O O O O O O O O
2952	Frá 1. júlí 2017 til 1. apríl 2018 hafa laun bankastjóra Landsbankans hækkað úr 2.089 þúsund krónum í 3.800 þúsund krónur .	frá 1. júlí 2017 til 1. apríl 2018 hafa laun bankastjóra landsbankans hækkað úr 2.089 þúsund krónum í 3.800 þúsund krónur	frá 1. júlí 2017 til 1. apríl 2018 hafa laun bankastjóra landsbankans úr hækkað 2.089 þúsund krónum í 3.800 þúsund krónur	O O O O O O O O C O O O O F O O O O O O O	frá 1. júlí 2017 til 1. apríl 2018 laun bankastjóra landsbankans hækkað úr hafa 2.089 þúsund krónum í 3.800 þúsund krónur	O O O O O O O O O O O C O F O O O O O O O
2953	Við höfum ekki rætt rafmagnshlaupahjól neitt sérstaklega en það er markmið okkar að opna fyrir annan samgöngumáta en bara bílinn .	við höfum ekki rætt rafmagnshlaupahjól neitt sérstaklega en það er markmið okkar að opna fyrir annan samgöngumáta en bara bílinn	höfum við ekki rætt rafmagnshlaupahjól neitt sérstaklega en það er markmið okkar að fyrir opna annan samgöngumáta en bara bílinn	F O O C O O O O O C O O O O F O O O O O	við höfum ekki rafmagnshlaupahjól neitt sérstaklega en það markmið okkar að opna rætt fyrir er annan samgöngumáta en bara bílinn	O C O O O O O O O O O C F O F O O O O O
2954	Markið gerði Jón Gísli Ström úr vítaspyrnu þegar komið var framyfir leiktímann en hann kom inná sem varamaður seint í leiknum .	markið gerði jón gísli ström úr vítaspyrnu þegar komið var framyfir leiktímann en hann kom inná sem varamaður seint í leiknum	gerði markið jón gísli ström úr vítaspyrnu þegar komið var framyfir leiktímann en hann inná kom sem varamaður seint í leiknum	F O O O O O O O C C O O O O O F O O O O O	markið jón gísli ström úr gerði vítaspyrnu þegar komið var framyfir leiktímann en hann inná sem varamaður seint í kom leiknum	O O O O O F O O C C O O O O O O O O O F O
2955	Líklega eru þeir þó of seinir til því skoðanakannanir sýna að Trump leiðir slaginn í flestum fylkjum ofurþriðjudagsins og fleiri til .	líklega eru þeir þó of seinir til því skoðanakannanir sýna að trump leiðir slaginn í flestum fylkjum ofurþriðjudagsins og fleiri til	eru líklega þeir þó of seinir til því skoðanakannanir sýna að trump leiðir slaginn í flestum fylkjum ofurþriðjudagsins og fleiri til	F O O O O O O O O C O O C O O O O O O O O	líklega eru þeir þó of seinir til sýna því skoðanakannanir að trump leiðir slaginn í flestum fylkjum ofurþriðjudagsins og fleiri til	O C O O O O O F O O O O C O O O O O O O O
2956	Sú áhersla er liður í því að tryggja aðgengi að öruggri og góðri heilbrigðisþjónustu óháð efnahag , búsetu og þjóðfélagsstöðu .	sú áhersla er liður í því að tryggja aðgengi að öruggri og góðri heilbrigðisþjónustu óháð efnahag búsetu og þjóðfélagsstöðu	sú áhersla liður er í því tryggja að aðgengi að öruggri og góðri heilbrigðisþjónustu óháð efnahag búsetu og þjóðfélagsstöðu	O O O F O O F O O O O O O O O O O O O	sú áhersla liður í því að er tryggja aðgengi að öruggri og góðri heilbrigðisþjónustu óháð efnahag búsetu og þjóðfélagsstöðu	O O O O O O F C O O O O O O O O O O O
2957	Unnið hefur verið að ýmsum umbótaverkefnum til að tryggja betri ráðstöfun opinbers fjár .	unnið hefur verið að ýmsum umbótaverkefnum til að tryggja betri ráðstöfun opinbers fjár	unnið hefur að verið ýmsum umbótaverkefnum til tryggja að betri ráðstöfun opinbers fjár	C C O F O O O F O O O O O	verið að ýmsum hefur unnið umbótaverkefnum til að tryggja betri ráðstöfun opinbers fjár	C O O F F O O O C O O O O
2958	Búist er við því að skýrsla um árásirnar verði birt í næstu viku .	búist er við því að skýrsla um árásirnar verði birt í næstu viku	búist er við því að skýrsla um árásirnar verði birt í næstu viku	C C O O O O O O F F O O O	við því að skýrsla um búist er árásirnar verði birt í næstu viku	O O O O O F F O C C O O O
2959	Þetta gekk allt rosalega vel og fór eiginlega fram úr okkar væntingum .	þetta gekk allt rosalega vel og fór eiginlega fram úr okkar væntingum	þetta gekk allt rosalega vel og fór eiginlega fram úr okkar væntingum	O C O O O O C O O O O O	þetta gekk allt rosalega vel og eiginlega fór fram úr okkar væntingum	O C O O O O O F O O O O
2960	Innslagið með viðtalinu við Geir má sjá í heild sinni efst í fréttinni .	innslagið með viðtalinu við geir má sjá í heild sinni efst í fréttinni	innslagið með viðtalinu við geir má sjá í heild sinni efst í fréttinni	O O O O O F F O O O O O O	sjá innslagið með viðtalinu við geir má í heild sinni efst í fréttinni	F O O O O O C O O O O O O
2961	Þegar á leið tókst Haukum að ná góðu forskoti og vinna leikinn örugglega .	þegar á leið tókst haukum að ná góðu forskoti og vinna leikinn örugglega	þegar á leið tókst haukum að góðu ná forskoti vinna og leikinn örugglega	O O C C O O O F O F O O O	þegar á haukum að ná góðu forskoti og tókst leið vinna leikinn örugglega	O O O O C O O O F F C O O
2962	Vatnið rann yfir götuna og þaðan í Alligator Bay og Spanish Lake .	vatnið rann yfir götuna og þaðan í alligator bay og spanish lake	vatnið rann yfir götuna og þaðan í alligator bay og spanish lake	O C O O O O O O O O O O	vatnið yfir götuna og þaðan í alligator bay og rann spanish lake	O O O O O O O O O F O O
2963	Þú hættir að drekka í fyrra , eins og kemur fram í bókinni .	þú hættir að drekka í fyrra eins og kemur fram í bókinni	þú hættir að í drekka fyrra eins kemur og fram í bókinni	O C O O F O O F O O O O	þú hættir kemur að drekka í fyrra eins og fram í bókinni	O C F O F O O O O O O O
2964	Allir meðlimir , sem sóttu um endurgreiðsluna , fengu greiddar 19.976 kr.	allir meðlimir sem sóttu um endurgreiðsluna fengu greiddar 19.976 kr.	allir meðlimir sem sóttu um endurgreiðsluna fengu 19.976 greiddar kr.	O O O C O O C O F O	allir meðlimir sem sóttu um endurgreiðsluna greiddar 19.976 kr. fengu	O O O C O O C O O F
2965	Seinna átti Ólafur eftir að fara í viðskipti og fjárfestingar á eigin vegum .	seinna átti ólafur eftir að fara í viðskipti og fjárfestingar á eigin vegum	átti seinna ólafur eftir að fara í viðskipti og fjárfestingar á eigin vegum	F O O O O C O O O O O O O	seinna ólafur eftir að átti fara í viðskipti og fjárfestingar á eigin vegum	O O O O F C O O O O O O O
2966	Nafnið er sótt í hið forna tungumál Etrúska og merkir ílát undir vín .	nafnið er sótt í hið forna tungumál etrúska og merkir ílát undir vín	nafnið er í sótt hið forna tungumál etrúska merkir og ílát undir vín	O C O F O O O O F O O O O	nafnið sótt er í hið merkir forna tungumál etrúska og ílát undir vín	O F C O O F O O O O O O O
2967	Við umfjöllun um fjárlagafrumvarpið settu fulltrúar Stopp-hópsins í Grindavík fram eindregna kröfu um fé til úrbóta á veginum og lögðust þingmenn Suðurkjördæmis og fulltrúar Vegagerðarinnar einnig á árarnar .	við umfjöllun um fjárlagafrumvarpið settu fulltrúar stopp-hópsins í grindavík fram eindregna kröfu um fé til úrbóta á veginum og lögðust þingmenn suðurkjördæmis og fulltrúar vegagerðarinnar einnig á árarnar	við umfjöllun um fjárlagafrumvarpið settu fulltrúar stopp-hópsins í grindavík fram eindregna kröfu um fé til úrbóta á veginum og lögðust þingmenn suðurkjördæmis og fulltrúar vegagerðarinnar einnig á árarnar	O O O O C O O O O O O O O O O O O O O C O O O O O O O O	við umfjöllun um fjárlagafrumvarpið fulltrúar stopp-hópsins í grindavík fram eindregna kröfu um fé til úrbóta á veginum og lögðust settu þingmenn suðurkjördæmis og fulltrúar vegagerðarinnar einnig á árarnar	O O O O O O O O O O O O O O O O O O C F O O O O O O O O
2968	Það er mat siðanefndar að órökstuddar aðdróttanir af hálfu þingmanna um refsiverða háttsemi annarra þingmanna sé til þess fallið að kasta rýrð á Alþingi og skaða ímynd þess . […]	það er mat siðanefndar að órökstuddar aðdróttanir af hálfu þingmanna um refsiverða háttsemi annarra þingmanna sé til þess fallið að kasta rýrð á alþingi og skaða ímynd þess […]	það mat er siðanefndar að órökstuddar aðdróttanir af hálfu þingmanna um refsiverða háttsemi annarra sé þingmanna til þess fallið að kasta rýrð á alþingi og ímynd skaða þess […]	O O F O O O O O O O O O O O F O O O C O C O O O O O F O O	það mat siðanefndar skaða er að órökstuddar aðdróttanir af hálfu þingmanna um refsiverða háttsemi annarra þingmanna sé til þess fallið að kasta rýrð á alþingi og ímynd þess […]	O O O F F O O O O O O O O O O O C O O C O C O O O O O O O
2969	Shi mælir ekki með því að lögleiðing kannabisefna sé notuð í þeim tilgangi að draga úr notkun lyfseðilsskyldra verkjalyfja að svo stöddu en bendir á mikilvægi þess að rannsaka tengslin þar á milli frekar .	shi mælir ekki með því að lögleiðing kannabisefna sé notuð í þeim tilgangi að draga úr notkun lyfseðilsskyldra verkjalyfja að svo stöddu en bendir á mikilvægi þess að rannsaka tengslin þar á milli frekar	mælir shi ekki með því að lögleiðing kannabisefna sé notuð í þeim tilgangi að úr draga notkun lyfseðilsskyldra verkjalyfja að svo stöddu bendir en á mikilvægi þess að rannsaka tengslin þar á milli frekar	F O O O O O O O C C O O O O O F O O O O O O F O O O O O C O O O O O	shi mælir ekki með því rannsaka að lögleiðing kannabisefna sé notuð í þeim tilgangi að úr notkun draga lyfseðilsskyldra verkjalyfja að svo stöddu en bendir á mikilvægi þess að tengslin þar á milli frekar	O C O O O F O O O F C O O O O O O F O O O O O O C O O O O O O O O O
2970	Snyrtivörulínan er búin til af Trice Angie Christiansen sem gafst upp á að nota hefðbundnar snyrtivörur frá öðrum línum þar sem hún steyptist út í ofnæmi og öðrum óþægindum eftir notkun þeirra .	snyrtivörulínan er búin til af trice angie christiansen sem gafst upp á að nota hefðbundnar snyrtivörur frá öðrum línum þar sem hún steyptist út í ofnæmi og öðrum óþægindum eftir notkun þeirra	snyrtivörulínan er til búin af trice angie christiansen gafst sem upp á að nota hefðbundnar snyrtivörur frá öðrum línum þar sem hún steyptist út í ofnæmi og öðrum óþægindum eftir notkun þeirra	O C O F O O O O F O O O O C O O O O O O O O C O O O O O O O O O	snyrtivörulínan er búin nota til af trice angie christiansen sem gafst upp á að hefðbundnar snyrtivörur frá öðrum línum þar sem hún út í ofnæmi og öðrum steyptist óþægindum eftir notkun þeirra	O C C F O O O O O O C O O O O O O O O O O O O O O O O F O O O O
2971	Það var jafnframt ljóst að fréttir þess efnis að tæknimönnum fundarins hefði verið gert að slökkva á beinni útsendingu flokksins af fundinum undir ræðu Sigurðar Inga daginn áður hjálpuðu Sigmundi ekki .	það var jafnframt ljóst að fréttir þess efnis að tæknimönnum fundarins hefði verið gert að slökkva á beinni útsendingu flokksins af fundinum undir ræðu sigurðar inga daginn áður hjálpuðu sigmundi ekki	það jafnframt var ljóst að fréttir þess efnis að tæknimönnum hefði fundarins verið gert að á slökkva beinni útsendingu flokksins af fundinum undir ræðu sigurðar inga daginn hjálpuðu áður sigmundi ekki	O O F O O O O O O O F O C C O O F O O O O O O O O O O F O O O	það var jafnframt ljóst að fréttir þess efnis að tæknimönnum fundarins að slökkva á beinni útsendingu verið gert flokksins af fundinum undir ræðu sigurðar inga daginn áður hjálpuðu sigmundi ekki hefði	O C O O O O O O O O O O C O O O F F O O O O O O O O O C O O F
2972	Þessum nýju kröfum og heimildum er ætlað að mæta erfiðleikum sem kunna að koma upp í rekstri fjármálafyrirtækja með það að markmiði að endurreisa fjárhagslega stöðu fyrirtækjanna og tryggja fjármálastöðugleika .	þessum nýju kröfum og heimildum er ætlað að mæta erfiðleikum sem kunna að koma upp í rekstri fjármálafyrirtækja með það að markmiði að endurreisa fjárhagslega stöðu fyrirtækjanna og tryggja fjármálastöðugleika	þessum nýju kröfum og heimildum er ætlað að erfiðleikum mæta kunna sem að koma upp í rekstri fjármálafyrirtækja með það að markmiði að endurreisa fjárhagslega stöðu fyrirtækjanna og fjármálastöðugleika tryggja	O O O O O C C O O F F O O C O O O O O O O O O C O O O O O F	þessum nýju kröfum og kunna heimildum er að erfiðleikum sem að koma upp í rekstri fjármálafyrirtækja með það að markmiði ætlað mæta að endurreisa fjárhagslega stöðu fyrirtækjanna og tryggja fjármálastöðugleika	O O O O F O C O O O O C O O O O O O O O F F O C O O O O C O
