idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
3036	Verkföll Eflingar og VR sem hefjast á næstu dögum hafa áhrif á ferðir Strætó .	verkföll eflingar og vr sem hefjast á næstu dögum hafa áhrif á ferðir strætó	O O O O C O O O O O C O O O	verkföll eflingar og vr hefjast sem á næstu dögum hafa áhrif á ferðir strætó	O O O O F O O O O C O O O O
3037	Lögregla var kölluð á vettvang og taldist strax ljóst að maðurinn hafði verið myrtur .	lögregla var kölluð á vettvang og taldist strax ljóst að maðurinn hafði verið myrtur	O C C O O O C O O O O C C C	lögregla á vettvang var og kölluð strax taldist ljóst að maðurinn hafði verið myrtur	O O O F O F O F O O O C C C
3038	Þaðan koma eingöngu karlmenn sem eru á leiðinni yfir í leit að betri lífsgæðum .	þaðan koma eingöngu karlmenn sem eru á leiðinni yfir í leit að betri lífsgæðum	O C O O O C O O O O O O O O	þaðan eingöngu karlmenn koma sem á leiðinni yfir eru í leit að betri lífsgæðum	O O O F O O O O F O O O O O
3039	Ekki hefur tekist að mynda nýja ríkisstjórn frá kosningum sem fram fóru 12. maí .	ekki hefur tekist að mynda nýja ríkisstjórn frá kosningum sem fram fóru 12. maí	O C C O C O O O O O O C O O	ekki tekist hefur að mynda nýja ríkisstjórn frá kosningum sem fram fóru 12. maí	O F F O C O O O O O O C O O
3040	Hann er í sjötta flokki og býst við að byrja bráðum í þeim fimmta .	hann er í sjötta flokki og býst við að byrja bráðum í þeim fimmta	O C O O O O C O O C O O O O	hann er í sjötta flokki og býst við að bráðum byrja í þeim fimmta	O C O O O O C O O O F O O O
3041	Málið snýst um innflutning á rúmlega fimm kílóum af amfetamíni til landsins frá Spáni .	málið snýst um innflutning á rúmlega fimm kílóum af amfetamíni til landsins frá spáni	O C O O O O O O O O O O O O	málið snýst um innflutning á rúmlega fimm kílóum af amfetamíni til landsins frá spáni	O C O O O O O O O O O O O O
3042	Skömmu fyrir miðnætti var svo óskað liðsinnis lögreglu vegna heimilisofbeldis í Hlíðahverfi í Reykjavík .	skömmu fyrir miðnætti var svo óskað liðsinnis lögreglu vegna heimilisofbeldis í hlíðahverfi í reykjavík	O O O C O C O O O O O O O O	skömmu fyrir miðnætti svo liðsinnis óskað lögreglu vegna heimilisofbeldis í hlíðahverfi í reykjavík var	O O O O O C O O O O O O O F
3043	Ekki hefur enn soðið upp úr en lögreglan er þungvopnuð og með mikinn viðbúnað .	ekki hefur enn soðið upp úr en lögreglan er þungvopnuð og með mikinn viðbúnað	O C O C O O O O C O O O O O	ekki hefur er enn upp úr en soðið lögreglan þungvopnuð og með mikinn viðbúnað	O C F O O O O F O O O O O O
3044	Hraði þess er 25,5 kílómetrar á sekúndu , eða 918 þúsund kílómetrar á klukkustund .	hraði þess er 25,5 kílómetrar á sekúndu eða 918 þúsund kílómetrar á klukkustund	O O C O O O O O O O O O O	hraði þess 25,5 kílómetrar á sekúndu eða er 918 þúsund kílómetrar á klukkustund	O O O O O O O F O O O O O
3045	Ef við hendum svona miklum mat þá erum við bara að henda peninugm .	ef við hendum svona miklum mat þá erum við bara að henda peninugm	O O C O O O O C O O O C O	ef við svona miklum mat hendum þá erum við bara að henda peninugm	O O O O O F O C O O O C O
3046	Vesturlandi er ætlað að verða fréttablað fyrir þessi svæði og státar af einstakri dreifingu í samvinnu við Íslandspóst .	vesturlandi er ætlað að verða fréttablað fyrir þessi svæði og státar af einstakri dreifingu í samvinnu við íslandspóst	O C C O O O O O O C C O O O O O O O	vesturlandi er ætlað að verða fréttablað fyrir þessi svæði og státar af einstakri dreifingu í samvinnu við íslandspóst	O C C O C O O O O O C O O O O O O O
3047	Utanríkisráðherra telur þessi mál eiga heima í utanríkisráðuneytinu þar sem mat á pólitískri alþjóðlegri stöðu getur farið fram .	utanríkisráðherra telur þessi mál eiga heima í utanríkisráðuneytinu þar sem mat á pólitískri alþjóðlegri stöðu getur farið fram	O C O O C O O O O O O O O O O C C O	utanríkisráðherra telur þessi mál eiga heima í utanríkisráðuneytinu farið þar sem mat á pólitískri alþjóðlegri stöðu getur fram	O C O O C O O O F O O O O O O O F O
3048	Þannig vill stjórnin koma til móts við gagnrýni meðal þeirra um kjarabreytingar í tengslum við rekstrarhagræðingu í Hörpu .	þannig vill stjórnin koma til móts við gagnrýni meðal þeirra um kjarabreytingar í tengslum við rekstrarhagræðingu í hörpu	O C O C O O O O O O O O O O O O O O	þannig vill stjórnin koma til móts við gagnrýni meðal þeirra um kjarabreytingar í tengslum við rekstrarhagræðingu í hörpu	O C O C O O O O O O O O O O O O O O
3049	Þegar hollenskir sósíaldemókratar fóru að elta þessi sjónarmið þá féll það ekki í kramið hjá kjósendum þeirra .	þegar hollenskir sósíaldemókratar fóru að elta þessi sjónarmið þá féll það ekki í kramið hjá kjósendum þeirra	O O O C O C O O O C O O O O O O O	þegar fóru hollenskir sósíaldemókratar að elta þessi sjónarmið þá það féll ekki í kramið hjá kjósendum þeirra	O F O O O C O O O O F O O O O O O
3050	Bill Shorten , leiðtogi Verkamannaflokksins , fullyrti í dag að ríkisstjórn Turnbulls hefði misst umboð sitt í kosningunum .	bill shorten leiðtogi verkamannaflokksins fullyrti í dag að ríkisstjórn turnbulls hefði misst umboð sitt í kosningunum	O O O O C O O O O O C C O O O O	bill shorten leiðtogi verkamannaflokksins fullyrti í dag misst að ríkisstjórn hefði turnbulls umboð sitt í kosningunum	O O O O C O O F O O C O O O O O
3051	Með áframhaldandi veiðum í sama takti verða engir nashyrningar til eftir tíu ár , segir Markus .	með áframhaldandi veiðum í sama takti verða engir nashyrningar til eftir tíu ár segir markus	O O O O O O C O O O O O O C O	með áframhaldandi veiðum í sama takti engir nashyrningar til eftir verða tíu ár markus segir	O O O O O O O O O O F O O O F
3052	Spánverjar áttu ekki í miklum vandræðum með að leggja Makedóníu að velli í undankeppni HM 2018 í kvöld .	spánverjar áttu ekki í miklum vandræðum með að leggja makedóníu að velli í undankeppni hm 2018 í kvöld	O C O O O O O O O O O O O O C O O O	spánverjar áttu ekki í miklum vandræðum með leggja að makedóníu að velli í undankeppni hm 2018 í kvöld	O C O O O O O F O O O O O O O O O O
3053	Valur endaði í 3. sæti í Pepsi-deildinni ár og var aldrei í alvöru baráttu um Íslandsmeistaratitilinn .	valur endaði í 3. sæti í pepsi-deildinni ár og var aldrei í alvöru baráttu um íslandsmeistaratitilinn	O C O O O O O O O C O O O O O O	valur endaði í 3. sæti í pepsi-deildinni ár og aldrei í alvöru baráttu um íslandsmeistaratitilinn var	O C O O O O O O O O O O O O O F
3054	Það er galið að ætla ekki að laga veginn um Dynjandisheiði fyrr en eftir þrjú til fimm ár .	það er galið að ætla ekki að laga veginn um dynjandisheiði fyrr en eftir þrjú til fimm ár	O C O O C O O C O O O O O O O O O O	það er galið ætla að ekki að veginn um dynjandisheiði laga fyrr en eftir þrjú til fimm ár	O C O F O O O O O O F O O O O O O O
3055	Aldursbil félaga er breitt sem og reynsla þeirra en það gerir samstarfið þeim mun meira gefandi og áhugavert .	aldursbil félaga er breitt sem og reynsla þeirra en það gerir samstarfið þeim mun meira gefandi og áhugavert	O O C O O O O O O O C O O O O O O O	aldursbil félaga breitt sem og reynsla þeirra en er það samstarfið þeim mun meira gefandi og áhugavert gerir	O O O O O O O O F O O O O O O O O F
3056	Minnið er mjög slæmt .	minnið er mjög slæmt	O C O O	minnið mjög slæmt er	O O O F
3057	Fréttin birtist fyrst í Fréttablaðinu	fréttin birtist fyrst í fréttablaðinu	O C O O O	fréttin fyrst birtist í fréttablaðinu	O O F O O
3058	Hann er tilbúinn .	hann er tilbúinn	O C C	hann tilbúinn er	O F F
3059	Útsendingin hefst klukkan 14:00 .	útsendingin hefst klukkan 14:00	O C O O	útsendingin hefst klukkan 14:00	O C O O
3060	Rooney tekur landsliðsskóna af hillunni	rooney tekur landsliðsskóna af hillunni	O C O O O	rooney tekur landsliðsskóna af hillunni	O C O O O
3061	Unnið er að viðgerð .	unnið er að viðgerð	C C O O	unnið er að viðgerð	C C O O
3062	Láttu vini þína vita :	láttu vini þína vita	C O O C	vini þína láttu vita	O O F C
3063	Við skulum segja það .	við skulum segja það	O C C O	við það skulum segja	O O F F
3064	Seðlabankinn hlýtur að tilkynna um vaxtalækkun upp á að minnsta kosti hálft prósentustig á vaxtaákvörðunarfundi sínum í næstu viku .	seðlabankinn hlýtur að tilkynna um vaxtalækkun upp á að minnsta kosti hálft prósentustig á vaxtaákvörðunarfundi sínum í næstu viku	O C O C O O O O O O O O O O O O O O O	seðlabankinn hlýtur að tilkynna um vaxtalækkun upp á að minnsta kosti hálft prósentustig á vaxtaákvörðunarfundi sínum í næstu viku	O C O C O O O O O O O O O O O O O O O
3065	Álaborg spilar því til úrslita á morgun og mætir þar Skanderborg sem hafði betur gegn Århus í fyrri undanúrslitaleiknum .	álaborg spilar því til úrslita á morgun og mætir þar skanderborg sem hafði betur gegn århus í fyrri undanúrslitaleiknum	O C O O O O O O C O O O C O O O O O O	álaborg því til úrslita á spilar morgun og þar mætir skanderborg sem betur gegn århus hafði í fyrri undanúrslitaleiknum	O O O O O F O O O F O O O O O F O O O
3066	Málsmeðferð er almennt kostnaðarminni þegar stjórnvöld leggja á stjórnsýsluviðurlög heldur en þegar dómstólar dæma menn eða lögaðila til refsingar .	málsmeðferð er almennt kostnaðarminni þegar stjórnvöld leggja á stjórnsýsluviðurlög heldur en þegar dómstólar dæma menn eða lögaðila til refsingar	O C O O O O O O C O O O O C O O O O O	málsmeðferð er almennt kostnaðarminni þegar leggja stjórnvöld á stjórnsýsluviðurlög heldur en þegar dómstólar dæma menn eða lögaðila til refsingar	O C O O O F O O O O O O O C O O O O O
3067	Hafsteinn er einn stofnfélaga Rimmugýgjar en fyrir tveimur áratugum komu saman átta vinir í þeim tilgangi að stofna víkingafélag .	hafsteinn er einn stofnfélaga rimmugýgjar en fyrir tveimur áratugum komu saman átta vinir í þeim tilgangi að stofna víkingafélag	O C O O O O O O O C O O O O O O O C O	hafsteinn er einn stofnfélaga rimmugýgjar en fyrir komu tveimur áratugum saman átta vinir í þeim tilgangi að víkingafélag stofna	O C O O O O O F O O O O O O O O O O F
3068	Vegna þessara aðgerða munu skuldir ríkissjóðs fara undir viðmið fjármálareglna laga um opinber fjármál í fyrsta sinn árið 2019 .	vegna þessara aðgerða munu skuldir ríkissjóðs fara undir viðmið fjármálareglna laga um opinber fjármál í fyrsta sinn árið 2019	O O O C O O C O O O O O O O O O O O O	vegna þessara aðgerða munu skuldir ríkissjóðs fara undir viðmið fjármálareglna laga um opinber fjármál í fyrsta sinn árið 2019	O O O C O O C O O O O O O O O O O O O
3069	Þegar þinghaldið var opnað aftur var ljóst að dómarinn hafði orðið við beiðni Stefáns og lögreglumaðurinn hafði svarað spurningunni .	þegar þinghaldið var opnað aftur var ljóst að dómarinn hafði orðið við beiðni stefáns og lögreglumaðurinn hafði svarað spurningunni	O O C C O C O O O O C C O O O O C C O	þegar þinghaldið var aftur opnað ljóst og að dómarinn orðið hafði við beiðni stefáns var lögreglumaðurinn hafði svarað spurningunni	O O C O F O O O O F F O O O F O C C O
3070	Áður en kom að eiginlegri atkvæðagreiðslu var deilt nokkuð um fjármálaáætlunina og greidd atkvæði um breytingartillögur minnihlutans á henni .	áður en kom að eiginlegri atkvæðagreiðslu var deilt nokkuð um fjármálaáætlunina og greidd atkvæði um breytingartillögur minnihlutans á henni	O O C O O O C C O O O O C O O O O O O	áður kom en að eiginlegri atkvæðagreiðslu var deilt nokkuð um fjármálaáætlunina og atkvæði greidd um breytingartillögur minnihlutans á henni	O F O O O O C C O O O O O F O O O O O
3071	Mér var sendur texti og ég las hann inn á spólu og þeir flugu með mig út í prufu .	mér var sendur texti og ég las hann inn á spólu og þeir flugu með mig út í prufu	O C C O O O O C O O O O O C O O O O O	mér var sendur texti og ég hann las inn á spólu og þeir flugu með mig út í prufu	O C C O O O O F O O O O O C O O O O O
3072	Spænska og enska heilla sérstaklega , ég var á málabraut þannig að þetta er svona í sérstöku uppáhaldi .	spænska og enska heilla sérstaklega ég var á málabraut þannig að þetta er svona í sérstöku uppáhaldi	O O O C O O C O O O O O C O O O O	spænska og enska sérstaklega heilla ég á málabraut var þannig að þetta svona er í sérstöku uppáhaldi	O O O O F O O O F O O O O F O O O
3073	Fréttablaðið greindi frá ummælum Björgvins í gær , en hann hefur síðan beðist afsökunar á Twitter-síðu sinni .	fréttablaðið greindi frá ummælum björgvins í gær en hann hefur síðan beðist afsökunar á twitter-síðu sinni	O C O O O O O O O C O C O O O O	fréttablaðið greindi frá ummælum björgvins í gær en hann síðan beðist afsökunar hefur á twitter-síðu sinni	O C O O O O O O O O F O F O O O
3074	Hann skoraði aftur á móti sigurmarkið í bikarúrslitaleik á móti Barcelona vorið 2014 en sá leikur fór fram á Mestalla í Valencia .	hann skoraði aftur á móti sigurmarkið í bikarúrslitaleik á móti barcelona vorið 2014 en sá leikur fór fram á mestalla í valencia	O C O O O O O O O O O O O O O O C O O O O O	hann skoraði aftur á móti sigurmarkið í bikarúrslitaleik á móti barcelona vorið 2014 en sá leikur fór fram á mestalla í valencia	O C O O O O O O O O O O O O O O C O O O O O
3075	Eftir það var mér bent á að sækja um starf sminku og Auðbjörg kenndi mér síðan undirstöðuatriðin í förðun .	eftir það var mér bent á að sækja um starf sminku og auðbjörg kenndi mér síðan undirstöðuatriðin í förðun	O O C O C O O O C O O O O C O O O O O	eftir bent það var mér á að sækja um starf sminku og auðbjörg kenndi mér síðan undirstöðuatriðin í förðun	O F O F O O O C O O O O O C O O O O O
3076	Emil segir að smásöluvísitalan gefi fyrstu vísbendingar um neyslubreytingar , hvort sem um er að ræða aukningu eða samdrátt .	emil segir að smásöluvísitalan gefi fyrstu vísbendingar um neyslubreytingar hvort sem um er að ræða aukningu eða samdrátt	O C O O O O C O O O O O C O C O O O	emil segir að smásöluvísitalan gefi fyrstu vísbendingar um neyslubreytingar hvort sem um er að aukningu ræða eða samdrátt	O C O O C O O O O O O O C O O F O O
3077	Þetta er einfaldlega ekki nóg og því miður er allt of langt í fleiri úrræði og úrbætur í þessum málaflokki .	þetta er einfaldlega ekki nóg og því miður er allt of langt í fleiri úrræði og úrbætur í þessum málaflokki	O C O O O O O O C O O O O O O O O O O O	þetta einfaldlega ekki nóg og því miður allt er of langt er í fleiri úrræði og úrbætur í þessum málaflokki	O O O O O O O O F O O F O O O O O O O O
3078	Sjö voru ákærðir í málinu og hlutur þeirra misstór í þessum innbrotum en samkvæmt ákærunni voru 2.250 tölvuíhlutum stolið .	sjö voru ákærðir í málinu og hlutur þeirra misstór í þessum innbrotum en samkvæmt ákærunni voru 2.250 tölvuíhlutum stolið	O C C O O O O O O O O O O O O C O O C	sjö voru í málinu ákærðir og hlutur þeirra misstór í þessum innbrotum en samkvæmt ákærunni voru 2.250 tölvuíhlutum stolið	O C O O F O O O O O O O O O O C O O C
3079	Þrír piltar hafa viðurkennt að eiga aðild að íkveikju sem leiddi til eldsvoða í Seljaskóla aðfararnótt sunnudagsins 12. maí síðastliðinn .	þrír piltar hafa viðurkennt að eiga aðild að íkveikju sem leiddi til eldsvoða í seljaskóla aðfararnótt sunnudagsins 12. maí síðastliðinn	O O C C O C O O O O C O O O O O O O O O	þrír piltar hafa viðurkennt að aðild eiga að íkveikju sem leiddi til eldsvoða í seljaskóla aðfararnótt sunnudagsins 12. maí síðastliðinn	O O C C O O F O O O C O O O O O O O O O
3080	Rahman slasaðist lífshættulega þegar hann stökk niður af fimmtu hæð í húsi til að reyna að komast hjá handtöku .	rahman slasaðist lífshættulega þegar hann stökk niður af fimmtu hæð í húsi til að reyna að komast hjá handtöku	O C O O O C O O O O O O O O C O C O O	rahman slasaðist lífshættulega þegar hann stökk niður af fimmtu hæð í húsi til að reyna komast að hjá handtöku	O C O O O C O O O O O O O O C F O O O
3081	Toyota Kauptúni sýnir einnig Yaris GRMN en þess 210 hestafla Yaris ber skýr einkenni keppnisliðs Toyota í heimsmeistaramótinu í rallakstri .	toyota kauptúni sýnir einnig yaris grmn en þess 210 hestafla yaris ber skýr einkenni keppnisliðs toyota í heimsmeistaramótinu í rallakstri	O O C O O O O O O O O C O O O O O O O O	toyota kauptúni einnig yaris grmn en sýnir þess 210 hestafla yaris skýr einkenni keppnisliðs toyota í heimsmeistaramótinu ber í rallakstri	O O O O O O F O O O O O O O O O O F O O
3082	Þegar ég reyndi að reisa mig við þá hrundi ég aftur í gólfið , sagði hún eftir atvikið .	þegar ég reyndi að reisa mig við þá hrundi ég aftur í gólfið sagði hún eftir atvikið	O O C O C O O O C O O O O C O O O	þegar ég reyndi að reisa mig við þá ég aftur í gólfið hrundi sagði hún eftir atvikið	O O C O C O O O O O O O F C O O O
3083	Þá er ljóst af framangreindum framburði vitna um ástand brotaþola skömmu eftir atvikið að brotaþoli hefur orðið fyrir miklu áfalli .	þá er ljóst af framangreindum framburði vitna um ástand brotaþola skömmu eftir atvikið að brotaþoli hefur orðið fyrir miklu áfalli	O C O O O O O O O O O O O O O C C O O O	þá ljóst af framangreindum framburði vitna um ástand brotaþola skömmu eftir atvikið er að brotaþoli fyrir miklu áfalli orðið hefur	O O O O O O O O O O O O F O O O O O F F
3084	Smáþjóðir , þar sem atvinnumöguleikar eru tiltölulega fábreyttir , verða verst úti .	smáþjóðir þar sem atvinnumöguleikar eru tiltölulega fábreyttir verða verst úti	O O O O C O O C O O	smáþjóðir þar sem atvinnumöguleikar eru tiltölulega verða fábreyttir verst úti	O O O O C O F O O O
3085	Ríkisstjórn May galt afhroð í atkvæðagreiðslu um útgöngusamning hennar í þinginu í gærkvöldi .	ríkisstjórn may galt afhroð í atkvæðagreiðslu um útgöngusamning hennar í þinginu í gærkvöldi	O O C O O O O O O O O O O	ríkisstjórn may afhroð í atkvæðagreiðslu um útgöngusamning hennar í þinginu í gærkvöldi galt	O O O O O O O O O O O O F
3086	ÍBV og Fylkir áttust við í Pepsi-deild karla á laugardaginn .	íbv og fylkir áttust við í pepsi-deild karla á laugardaginn	O O O C O O O O O O	íbv og fylkir við áttust í pepsi-deild karla á laugardaginn	O O O O F O O O O O
3087	Vinningsmiðarnir voru keyptir í Danmörku , Þýskalandi , Finnlandi og á Spáni .	vinningsmiðarnir voru keyptir í danmörku þýskalandi finnlandi og á spáni	O C C O O O O O O O	vinningsmiðarnir í danmörku þýskalandi finnlandi og á keyptir spáni voru	O O O O O O O F O F
3088	Vart þarf að taka fram að slíkt hlutfall hefur aldrei sést hér á landi .	vart þarf að taka fram að slíkt hlutfall hefur aldrei sést hér á landi	O C O C O O O O C O C O O O	vart þarf að taka fram að slíkt hlutfall aldrei hefur hér á sést landi	O C O C O O O O O F O O F O
3089	Af þeim voru 185.300 starfandi og 7.900 án vinnu og í atvinnuleit .	af þeim voru 185.300 starfandi og 7.900 án vinnu og í atvinnuleit	O O C O C O O O O O O O	af þeim voru 185.300 starfandi og 7.900 án vinnu og í atvinnuleit	O O C O C O O O O O O O
3090	Mér svelgdist á þegar Steingrímur Jóhann kallaði Davíð Oddsson gungu og druslu .	mér svelgdist á þegar steingrímur jóhann kallaði davíð oddsson gungu og druslu	O C O O O O C O O O O O	mér svelgdist á þegar kallaði steingrímur jóhann davíð oddsson gungu og druslu	O C O O F O O O O O O O
3091	Án þeirra myndu menn renna blint í sjóinn , í bókstaflegri merkingu .	án þeirra myndu menn renna blint í sjóinn í bókstaflegri merkingu	O O C O C O O O O O O	án þeirra myndu menn blint í sjóinn í bókstaflegri merkingu renna	O O C O O O O O O O F
3092	Alþingi hefur ekki staðfest samningana og Samfylkingin mun beita sér gegn þeim .	alþingi hefur ekki staðfest samningana og samfylkingin mun beita sér gegn þeim	O C O C O O O C C O O O	alþingi ekki samningana hefur og staðfest samfylkingin mun beita sér gegn þeim	O O O F O F O C C O O O
3093	Binda verkalýðsfélögin vonir við það ríkisstjórnin fallist á að lækka skatta tekjulágra .	binda verkalýðsfélögin vonir við það ríkisstjórnin fallist á að lækka skatta tekjulágra	C O O O O O C O O C O O	verkalýðsfélögin binda vonir við fallist það ríkisstjórnin á að lækka skatta tekjulágra	O F O O F O O O O C O O
3094	Ef við minnkum völd fjármálakerfisins og fáum réttmætan arð af auðlindum okkar þá getum við skapað réttlátt samfélag .	ef við minnkum völd fjármálakerfisins og fáum réttmætan arð af auðlindum okkar þá getum við skapað réttlátt samfélag	O O C O O O C O O O O O O C O C O O	ef minnkum við völd fjármálakerfisins og fáum réttmætan arð af auðlindum okkar þá við getum skapað réttlátt samfélag	O F O O O O C O O O O O O O F C O O
3095	Fleira sem má nefna er Bróðir , virkilega fallegt og sterkt lag og með góðum texta .	fleira sem má nefna er bróðir virkilega fallegt og sterkt lag og með góðum texta	O C O O O O O O O O O O O C C	fleira sem má nefna bróðir virkilega fallegt og sterkt lag og með góðum texta er	O O C C O O O O O O O O O O F
3096	Aðspurð um breytingar á rekstrarumhverfi RÚV segir ráðherra að ekki standi til að skerða þjónustu RÚV við landsmenn .	aðspurð um breytingar á rekstrarumhverfi rúv segir ráðherra að ekki standi til að skerða þjónustu rúv við landsmenn	O O O O O O C O O O O O O O O C O O	aðspurð um breytingar á rekstrarumhverfi rúv segir ráðherra að ekki standi til að þjónustu skerða rúv við landsmenn	O O O O O O C O O O O O O O F O O O
3097	Sá nýjasti í hópi þeirra sem eru að hugsa málið er Eiríkur Björn Björgvinsson , bæjarstjóri á Akureyri .	sá nýjasti í hópi þeirra sem eru að hugsa málið er eiríkur björn björgvinsson bæjarstjóri á akureyri	O O O O O C O O O O O O O C O C O	sá nýjasti í hópi þeirra sem eru hugsa að málið eiríkur björn björgvinsson er bæjarstjóri á akureyri	O O O O O O C F O O O O O F O O O
3098	Utanríkisráðuneyti Bandaríkjanna segir Kotey hafa pyntað fjölda fanga meðal annars með rafmagni og með því að drekkja þeim .	utanríkisráðuneyti bandaríkjanna segir kotey hafa pyntað fjölda fanga meðal annars með rafmagni og með því að drekkja þeim	O O C O C C O O O O O O O O O O C O	utanríkisráðuneyti bandaríkjanna segir kotey hafa fjölda fanga pyntað meðal annars með rafmagni og með því að drekkja þeim	O O C O C O O F O O O O O O O O C O
3099	Skýrslan sem er um 140 blaðsíður er nú til yfirferðar hjá ráðuneytinu og Matvælastofnun og verður birt innan tíðar .	skýrslan sem er um 140 blaðsíður er nú til yfirferðar hjá ráðuneytinu og matvælastofnun og verður birt innan tíðar	O C O O O O O O O O O C O O O C C O O	skýrslan sem er um 140 blaðsíður nú til yfirferðar er hjá ráðuneytinu og matvælastofnun og verður innan birt tíðar	O O C O O O O O O F O O O O O C O F O
3100	Helgi Hrafn Gunnarsson tók í sama streng og sagði ábyrgðina vera karla og þeir þurfi að axla þessa ábyrgð .	helgi hrafn gunnarsson tók í sama streng og sagði ábyrgðina vera karla og þeir þurfi að axla þessa ábyrgð	O O O C O O O O O C O C O O C O C O O	helgi hrafn gunnarsson í sama streng og og sagði ábyrgðina karla vera tók þeir þurfi að þessa ábyrgð axla	O O O O O O O O C O O F F O C O O O F
3101	Hún eldar þá gjarnan karrýrétti en slíkir réttir eru ákaflega vinsælir í Bretlandi og er Tikka Masala þjóðarréttur Breta .	hún eldar þá gjarnan karrýrétti en slíkir réttir eru ákaflega vinsælir í bretlandi og er tikka masala þjóðarréttur breta	O C O O O O O O C O O O O O C O O O O	hún þá gjarnan karrýrétti en eldar slíkir réttir ákaflega vinsælir í bretlandi eru og er tikka masala þjóðarréttur breta	O O O O O F O O O O O O F O C O O O O
3102	Flugvöllurinn gegnir mjög mikilvægu öryggishlutverki fyrir almenning í landinu vegna sjúkra- og neyðarflugs , svo og sem varaflugvöllur .	flugvöllurinn gegnir mjög mikilvægu öryggishlutverki fyrir almenning í landinu vegna sjúkra- og neyðarflugs svo og sem varaflugvöllur	O C O O O O O O O O O O O O O O O	flugvöllurinn mjög mikilvægu öryggishlutverki fyrir almenning gegnir í landinu vegna sjúkra- og neyðarflugs svo og sem varaflugvöllur	O O O O O O F O O O O O O O O O O
3103	Öfugt mundu stjórnarandstæðingar gæta sín vegna þess að þeir vilja ekki eyðileggja möguleikann á að koma einstökum hugðarefnum fram .	öfugt mundu stjórnarandstæðingar gæta sín vegna þess að þeir vilja ekki eyðileggja möguleikann á að koma einstökum hugðarefnum fram	O C O C O O O O O C O C O O O C O O O	öfugt mundu stjórnarandstæðingar gæta sín vegna þess eyðileggja vilja að þeir ekki möguleikann á að koma einstökum hugðarefnum fram	O C O C O O O F F O O O O O O C O O O
3104	Nokkur hundruð hvítir þjóðernissinnar og nýnasistar komu saman í Tennessee í Bandaríkjunum í gær til að mótmæla mótttöku flóttamanna í ríkinu .	nokkur hundruð hvítir þjóðernissinnar og nýnasistar komu saman í tennessee í bandaríkjunum í gær til að mótmæla mótttöku flóttamanna í ríkinu	O O O O O O C O O O O O O O O O C O O O O	nokkur hundruð hvítir þjóðernissinnar og nýnasistar komu saman í tennessee í bandaríkjunum í gær til að mótmæla mótttöku flóttamanna í ríkinu	O O O O O O C O O O O O O O O O C O O O O
3105	Útgangur er út á nýuppgerðar og góðar svalir með glæsilegu útsýni í norður , vestur og suðuráttir yfir miðbæ Reykjavíkur .	útgangur er út á nýuppgerðar og góðar svalir með glæsilegu útsýni í norður vestur og suðuráttir yfir miðbæ reykjavíkur	O C O O O O O O O O O O O O O O O O O	útgangur er út á nýuppgerðar og góðar svalir með glæsilegu útsýni í norður vestur og suðuráttir yfir miðbæ reykjavíkur	O C O O O O O O O O O O O O O O O O O
3106	Hann lifði sínu lífi á eðlilegan hátt án þess að vita að krabbameinið hafði grafið um sig í líkama hans .	hann lifði sínu lífi á eðlilegan hátt án þess að vita að krabbameinið hafði grafið um sig í líkama hans	O C O O O O O O O O C O O C C O O O O O	hann lifði sínu lífi á eðlilegan hátt vita án þess að að hafði grafið krabbameinið um sig í líkama hans	O C O O O O O F O O O O F F O O O O O O
3107	Það er nostalgía sem vekur hugrenningatengsl við Nokian stígvélin sem allir Íslendingar óðu endalausar mýrarnar á þegar ég var pjakkur .	það er nostalgía sem vekur hugrenningatengsl við nokian stígvélin sem allir íslendingar óðu endalausar mýrarnar á þegar ég var pjakkur	O C O O C O O O O O O O C O O O O O C O	það er nostalgía sem hugrenningatengsl við nokian stígvélin vekur sem allir íslendingar óðu endalausar mýrarnar á þegar var ég pjakkur	O C O O O O O O F O O O C O O O O F O O
3108	Lögmaður fjórmenninganna , Reimar Snæfells Pétursson , fór fram á að myndefni úr eftirlitsmyndavélum yrði rannsakað til að varpa ljósi á málið .	lögmaður fjórmenninganna reimar snæfells pétursson fór fram á að myndefni úr eftirlitsmyndavélum yrði rannsakað til að varpa ljósi á málið	O O O O O C O O O O O O C C O O C O O O	lögmaður fjórmenninganna reimar snæfells pétursson fram á fór að myndefni rannsakað úr yrði eftirlitsmyndavélum til að varpa ljósi á málið	O O O O O O O F O O F O C O O O C O O O
3109	Simpson sagði þingmönnum að starfsmenn FBI hefðu gert Steele ljóst að þeir trúðu hluta þess sem fram kom í skýrslunni .	simpson sagði þingmönnum að starfsmenn fbi hefðu gert steele ljóst að þeir trúðu hluta þess sem fram kom í skýrslunni	O C O O O O C C O O O O C O O O O C O O	simpson þingmönnum sagði að starfsmenn fbi gert hefðu steele ljóst að þeir trúðu hluta þess sem fram kom í skýrslunni	O O F O O O F F O O O O C O O O O C O O
3110	Hún mælir með því að konan og barnsfaðir hennar fái sér pössun þannig að þau geti eytt meiri tíma í sambandið .	hún mælir með því að konan og barnsfaðir hennar fái sér pössun þannig að þau geti eytt meiri tíma í sambandið	O C O O O O O O O C O O O O O C C O O O O	hún mælir með því að fái konan og barnsfaðir hennar sér pössun geti þannig að þau meiri tíma eytt í sambandið	O C O O O F O O O O O O F O O O O O F O O
